load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,rate_per_mile,posted_rate_iqr_flag,rpm_iqr_flag,negative_weight_flag,missing_weight_flag,missing_market_index_flag,anomaly_flag_count
TR-020883,Reno,Memphis,1869.7,Flatbed,-19389.0,2025-05-12,1.26327,2.24126,14561.21,7.7879927261057915,True,True,True,False,False,3
TR-021056,Amarillo,Little Rock,837.7,Reefer,33864.0,2025-05-13,1.3147,1.51475,9350.63,11.16226572758744,True,True,False,False,False,2
TR-021084,Las Vegas,Baton Rouge,1559.8,Dry Van,22992.0,2025-05-13,1.28711,2.18265,12569.71,8.058539556353379,True,True,False,False,False,2
TR-021400,Memphis,Mobile,330.4,Flatbed,-23480.0,2025-05-15,1.39389,1.58442,247.37,0.7486985472154964,False,True,True,False,False,2
TR-021610,Albuquerque,Milwaukee,1421.3,Flatbed,27841.0,2025-05-17,1.23694,2.04142,14079.19,9.905853795820729,True,True,False,False,False,2
TR-021703,Buffalo,Shreveport,1151.5,Flatbed,25885.0,2025-05-17,1.30036,1.99998,11708.49,10.168033000434216,True,True,False,False,False,2
TR-021903,Jacksonville,Baltimore,926.1,Reefer,21481.0,2025-05-18,1.16454,1.88682,7010.39,7.569798077961344,True,True,False,False,False,2
TR-021951,Hartford,Oklahoma City,1851.3,Reefer,29871.0,2025-05-19,1.20795,1.97389,13863.47,7.4885053746016315,True,True,False,False,False,2
TR-022255,Greensboro,Cincinnati,314.7,Reefer,-36485.0,2025-05-21,1.37257,1.24215,4445.23,14.125293930727675,False,True,True,False,False,2
TR-022459,Salt Lake City,Mobile,1632.3,Dry Van,-32048.0,2025-05-22,1.43189,2.10748,599.77,0.36743858359370213,False,True,True,False,False,2
TR-022731,Dallas,Grand Rapids,1041.3,Reefer,32899.0,2025-05-24,1.24348,1.79121,11895.25,11.423461058292519,True,True,False,False,False,2
TR-023305,El Paso,Tulsa,1071.1,Reefer,25243.0,2025-05-27,1.25851,1.80396,7683.65,7.1736065726822895,True,True,False,False,False,2
TR-023403,Atlanta,San Antonio,944.8,Reefer,,2025-05-28,1.38569,1.58957,454.9,0.48147756138865366,False,True,False,True,False,2
TR-023574,Boston,Nashville,1223.5,Flatbed,25738.0,2025-05-29,1.41937,1.92672,10045.86,8.21075602778913,True,True,False,False,False,2
TR-023974,Boston,Cincinnati,1119.8,Flatbed,22612.0,2025-05-31,1.25222,2.0566,9379.48,8.376031434184675,True,True,False,False,False,2
TR-024566,Hartford,Mobile,1264.3,Reefer,36014.0,2025-06-04,1.3777,2.33399,12403.35,9.81044846950882,True,True,False,False,False,2
TR-024636,Milwaukee,Fresno,2053.7,Dry Van,27923.0,2025-06-04,1.36727,1.95175,11729.5,5.711398938501242,True,True,False,False,False,2
TR-024673,El Paso,Charleston,2028.3,Flatbed,27008.0,2025-06-04,1.40202,2.17107,10705.58,5.27810481684169,True,True,False,False,False,2
TR-024779,Montgomery,Oklahoma City,869.1,Reefer,29372.0,2025-06-05,1.38722,2.41944,8198.5,9.43332182717754,True,True,False,False,False,2
TR-025655,Greensboro,Lubbock,1240.6,Reefer,29932.0,2025-06-11,1.35924,2.42856,11224.33,9.047501209092376,True,True,False,False,False,2
TR-025800,Indianapolis,Buffalo,684.6,Dry Van,33312.0,2025-06-12,,2.20506,4396.72,6.422319602687701,False,True,False,False,True,2
TR-026011,Richmond,Fresno,2792.2,Dry Van,19867.0,2025-06-13,1.37077,1.8566,13432.05,4.810561564357854,True,True,False,False,False,2
TR-026202,Albany,Shreveport,1649.8,Dry Van,21136.0,2025-06-15,1.22519,1.92921,10402.19,6.305121832949449,True,True,False,False,False,2
TR-026236,Charleston,Phoenix,2552.5,Dry Van,25665.0,2025-06-15,1.20224,1.81289,23580.42,9.238166503428012,True,True,False,False,False,2
TR-026643,Fresno,Savannah,2571.0,Dry Van,47500.0,2025-06-17,1.24969,1.9893,11700.83,4.551081291326332,True,True,False,False,False,2
TR-026743,Shreveport,Mobile,300.6,Reefer,,2025-06-18,1.40727,3.0639,911.28,3.0315369261477043,False,True,False,True,False,2
TR-026810,Tampa,Little Rock,619.0,Reefer,26773.0,2025-06-18,1.40187,2.6726,6625.8,10.704038772213247,True,True,False,False,False,2
TR-026947,Columbia,Bakersfield,2187.2,Dry Van,26570.0,2025-06-19,1.35915,1.92802,11439.83,5.230353877103146,True,True,False,False,False,2
TR-026991,Syracuse,Amarillo,1860.8,Dry Van,27170.0,2025-06-19,1.39991,1.99193,9471.39,5.089955932932072,True,True,False,False,False,2
TR-026995,Baton Rouge,Fort Wayne,982.3,Flatbed,39940.0,2025-06-19,1.34842,2.5109,9572.69,9.745179680342055,True,True,False,False,False,2
TR-027320,Lexington,Philadelphia,808.7,Dry Van,40018.0,2025-06-21,1.20121,2.17482,7870.44,9.732212192407566,True,True,False,False,False,2
TR-027381,Oklahoma City,New York,1713.2,Dry Van,31476.0,2025-06-21,1.25125,1.97389,10809.73,6.309671958907307,True,True,False,False,False,2
TR-027388,St. Louis,Reno,1823.4,Dry Van,27053.0,2025-06-21,1.22629,1.85045,14628.56,8.022682900076779,True,True,False,False,False,2
TR-027615,El Paso,Cincinnati,1615.7,Flatbed,25698.0,2025-06-23,1.1551,2.24607,13875.07,8.587652410719812,True,True,False,False,False,2
TR-027696,Shreveport,Nashville,370.0,Flatbed,,2025-06-23,1.21302,2.91086,1080.4,2.9200000000000004,False,True,False,True,False,2
TR-027836,Richmond,Phoenix,2651.3,Dry Van,42643.0,2025-06-24,1.27182,1.94687,12021.48,4.534183230867876,True,True,False,False,False,2
TR-027970,Buffalo,Boston,589.9,Reefer,24951.0,2025-06-25,1.3392,2.58804,7597.52,12.879335480589932,True,True,False,False,False,2
TR-028013,Montgomery,Houston,604.3,Reefer,39690.0,2025-06-25,1.31135,2.76111,7773.37,12.863428760549397,True,True,False,False,False,2
TR-028216,Washington,San Antonio,1613.7,Dry Van,28792.0,2025-06-27,1.31844,2.10183,9397.64,5.823659912003469,True,True,False,False,False,2
TR-028220,Tucson,Raleigh,2423.3,Dry Van,30972.0,2025-06-27,1.32894,1.97112,22755.66,9.390360252548177,True,True,False,False,False,2
TR-028231,Bakersfield,El Paso,440.0,Reefer,39299.0,2025-06-27,,2.89339,1265.82,2.876863636363636,False,True,False,False,True,2
TR-028544,Atlanta,Hartford,997.2,Flatbed,13107.0,2025-06-29,1.1919,2.28825,9195.27,9.221089049338147,True,True,False,False,False,2
TR-028598,Richmond,Shreveport,1106.1,Reefer,32640.0,2025-06-29,1.20681,2.4724,11276.81,10.195108941325378,True,True,False,False,False,2
TR-028700,Bakersfield,Buffalo,2396.0,Dry Van,36757.0,2025-06-30,1.20963,2.00026,15165.13,6.329353088480801,True,True,False,False,False,2
TR-028780,Phoenix,Tampa,2068.4,Dry Van,45171.0,2025-06-30,1.16543,1.99965,10498.93,5.075870237865017,True,True,False,False,False,2
TR-028814,Mobile,Boston,1397.3,Reefer,34745.0,2025-07-01,1.2226,1.85662,10620.88,7.601001932298003,True,True,False,False,False,2
TR-028825,Washington,Lubbock,1627.6,Dry Van,38611.0,2025-07-01,1.25439,2.08207,14317.13,8.796467190956008,True,True,False,False,False,2
TR-028996,Amarillo,Greensboro,1440.3,Flatbed,,2025-07-02,,2.03283,1156.87,0.8032146080677636,False,True,False,True,True,3
TR-029278,Lexington,Shreveport,635.4,Flatbed,28791.0,2025-07-03,1.36276,1.7668,7269.5,11.440824677368587,True,True,False,False,False,2
TR-029286,Baton Rouge,Philadelphia,1517.5,Reefer,36203.0,2025-07-04,1.35508,1.83016,13817.43,9.105390444810544,True,True,False,False,False,2
TR-029664,Indianapolis,Salt Lake City,1568.2,Reefer,47500.0,2025-07-06,1.12126,1.82599,11668.74,7.440849381456447,True,True,False,False,False,2
TR-030247,Cincinnati,Albany,1110.8,Dry Van,36937.0,2025-07-10,1.32643,2.05626,9195.08,8.277889809146561,True,True,False,False,False,2
TR-030317,Oklahoma City,Lubbock,202.1,Flatbed,40428.0,2025-07-10,,1.03042,630.34,3.1189510143493324,False,True,False,False,True,2
TR-030351,Houston,Baton Rouge,164.3,Flatbed,36510.0,2025-07-10,,0.9858,515.33,3.136518563603165,False,True,False,False,True,2
TR-031202,El Paso,Kansas City,1362.6,Dry Van,44357.0,2025-07-15,1.23036,2.11456,9445.95,6.932298546895642,True,True,False,False,False,2
TR-031260,Oklahoma City,Baltimore,1747.7,Reefer,28876.0,2025-07-16,1.34103,1.80406,19042.39,10.895685758425358,True,True,False,False,False,2
TR-031461,Madison,San Antonio,1155.6,Dry Van,31247.0,2025-07-17,1.34744,2.02471,10965.67,9.489157147802008,True,True,False,False,False,2
TR-032085,Nashville,Amarillo,1115.9,Reefer,35813.0,2025-07-21,1.12249,1.68685,7417.99,6.647540102159691,True,True,False,False,False,2
TR-032169,Cincinnati,Lexington,128.8,Flatbed,-31390.0,2025-07-22,1.2236,1.16136,379.37,2.945419254658385,False,True,True,False,False,2
TR-032353,Phoenix,Nashville,1998.0,Dry Van,41695.0,2025-07-23,1.27214,2.13503,16951.43,8.4841991991992,True,True,False,False,False,2
TR-032460,Charleston,Lubbock,1424.2,Dry Van,43646.0,2025-07-24,1.31612,1.93952,12550.02,8.811978654683331,True,True,False,False,False,2
TR-032678,Dallas,Baltimore,1547.6,Dry Van,34852.0,2025-07-25,1.06736,2.23071,13435.73,8.681655466528818,True,True,False,False,False,2
TR-032679,El Paso,Savannah,1870.5,Dry Van,24333.0,2025-07-25,1.06596,2.35637,10182.59,5.443779738037958,True,True,False,False,False,2
TR-032878,Amarillo,Raleigh,1791.7,Flatbed,38249.0,2025-07-26,1.00777,2.06245,8768.95,4.894206619411732,True,True,False,False,False,2
TR-033039,Raleigh,Fort Wayne,706.8,Reefer,43242.0,2025-07-27,0.96117,1.88399,7607.75,10.763653084323714,True,True,False,False,False,2
TR-033075,Mobile,Phoenix,1880.0,Reefer,21494.0,2025-07-27,0.97385,2.04041,17333.65,9.220026595744681,True,True,False,False,False,2
TR-033087,Oklahoma City,Hartford,1819.2,Flatbed,31163.0,2025-07-28,0.99486,2.08736,11117.85,6.111395118733509,True,True,False,False,False,2
TR-033233,Baton Rouge,Albany,1759.5,Dry Van,34332.0,2025-07-29,,2.27971,9454.94,5.373651605569765,True,True,False,False,True,3
TR-033274,Tucson,Montgomery,1848.1,Dry Van,40927.0,2025-07-29,1.01446,2.21746,11700.79,6.331253720036796,True,True,False,False,False,2
TR-033312,Los Angeles,Mobile,1945.6,Dry Van,19268.0,2025-07-29,1.00732,2.37599,11663.11,5.994608347039474,True,True,False,False,False,2
TR-034288,Jacksonville,Oklahoma City,992.4,Dry Van,42032.0,2025-08-04,0.93842,2.28178,9535.05,9.608071342200725,True,True,False,False,False,2
TR-034374,New York,Tulsa,1444.5,Dry Van,13908.0,2025-08-05,1.01849,2.26301,7603.41,5.263696780893042,True,True,False,False,False,2
TR-034474,Austin,Lexington,1170.0,Dry Van,25131.0,2025-08-05,1.01271,2.24062,7436.41,6.355905982905983,True,True,False,False,False,2
TR-034584,Atlanta,Fresno,2242.0,Dry Van,32005.0,2025-08-06,1.09714,1.98678,18972.15,8.462154326494202,True,True,False,False,False,2
TR-035469,Lexington,Fresno,2305.9,Dry Van,42707.0,2025-08-12,0.9485,2.28957,17742.34,7.69432325773017,True,True,False,False,False,2
TR-035524,Los Angeles,Mobile,1971.1,Dry Van,25894.0,2025-08-12,0.97499,2.37027,12284.47,6.232291613819695,True,True,False,False,False,2
TR-035834,Green Bay,Amarillo,1384.6,Reefer,37596.0,2025-08-14,1.04156,1.83041,11797.79,8.52072078578651,True,True,False,False,False,2
TR-035905,Nashville,Hartford,1082.9,Dry Van,35666.0,2025-08-15,1.0204,1.92842,8904.72,8.223030750761842,True,True,False,False,False,2
TR-035999,Richmond,Milwaukee,770.9,Dry Van,32008.0,2025-08-15,1.04167,1.90063,6767.41,8.77858347386172,True,True,False,False,False,2
TR-036337,Louisville,San Antonio,953.3,Dry Van,27815.0,2025-08-18,0.93015,1.92583,7005.3,7.3484737228574435,True,True,False,False,False,2
TR-036392,Houston,Tucson,1280.7,Reefer,37808.0,2025-08-18,0.852,1.81515,9127.43,7.126907160146795,True,True,False,False,False,2
TR-036680,El Paso,Greensboro,1813.7,Dry Van,20366.0,2025-08-20,1.00259,1.7615,11839.2,6.5276506588741245,True,True,False,False,False,2
TR-036930,Kansas City,Phoenix,1894.0,Dry Van,21740.0,2025-08-21,1.08017,2.12559,14362.88,7.583357972544878,True,True,False,False,False,2
TR-037174,Albuquerque,Madison,1327.4,Flatbed,36335.0,2025-08-23,0.97029,1.90503,11981.0,9.025915323188187,True,True,False,False,False,2
TR-037765,Phoenix,Syracuse,2810.9,Dry Van,33674.0,2025-08-27,1.04877,2.16284,24294.98,8.643132092923974,True,True,False,False,False,2
TR-037963,San Francisco,Atlanta,2287.0,Dry Van,27878.0,2025-08-28,1.055,2.37447,13409.18,5.863218189768255,True,True,False,False,False,2
TR-038045,Baton Rouge,Richmond,1212.4,Dry Van,21517.0,2025-08-29,0.96384,1.96575,6964.45,5.744350049488617,True,True,False,False,False,2
TR-038460,San Antonio,Grand Rapids,1352.0,Reefer,44265.0,2025-08-31,0.86237,1.93871,7384.72,5.46207100591716,True,True,False,False,False,2
TR-038772,Houston,New York,1543.2,Reefer,40543.0,2025-09-02,0.91654,2.19666,11377.49,7.372660705028512,True,True,False,False,False,2
TR-038823,New York,Hartford,116.9,Reefer,30915.0,2025-09-03,,3.00866,353.31,3.022326775021386,False,True,False,False,True,2
TR-039349,Grand Rapids,Madison,272.3,Flatbed,-23983.0,2025-09-06,,2.47666,669.86,2.4600073448402497,False,False,True,False,True,2
TR-039363,Tulsa,Bakersfield,1477.7,Dry Van,30076.0,2025-09-06,0.88612,1.99466,11684.7,7.9073560262570215,True,True,False,False,False,2
TR-039368,Baton Rouge,Grand Rapids,1103.7,Dry Van,22408.0,2025-09-06,0.88674,1.85875,9250.6,8.381444233034339,True,True,False,False,False,2
TR-039439,Tucson,Houston,1292.0,Dry Van,40140.0,2025-09-07,0.82468,2.10254,7773.89,6.016942724458205,True,True,False,False,False,2
TR-039460,Phoenix,Lexington,2217.9,Dry Van,32609.0,2025-09-07,0.8206,1.85439,10528.39,4.74700843139907,True,True,False,False,False,2
TR-039480,Syracuse,Indianapolis,829.7,Reefer,27194.0,2025-09-07,0.83751,2.1798,8354.94,10.069832469567313,True,True,False,False,False,2
TR-039514,Cincinnati,Green Bay,593.2,Flatbed,-33699.0,2025-09-07,0.82737,2.32894,3509.58,5.916351989211058,False,True,True,False,False,2
TR-039900,Birmingham,Mobile,194.5,Reefer,,2025-09-09,0.847,3.00931,587.37,3.019897172236504,False,True,False,True,False,2
TR-040080,Tucson,Columbia,2046.7,Flatbed,23285.0,2025-09-11,1.0281,2.03725,9993.31,4.8826452337909805,True,True,False,False,False,2
TR-040097,Baltimore,Oklahoma City,1760.3,Reefer,29521.0,2025-09-11,1.00464,2.28753,20132.37,11.436897119809123,True,True,False,False,False,2
TR-040159,San Francisco,Shreveport,1950.8,Dry Van,40882.0,2025-09-11,1.01516,2.01542,12240.81,6.27476419930285,True,True,False,False,False,2
TR-040172,Montgomery,Fresno,2283.4,Dry Van,32447.0,2025-09-11,0.98502,1.93645,20361.89,8.917355697643863,True,True,False,False,False,2
TR-040323,Montgomery,El Paso,1639.9,Dry Van,38363.0,2025-09-12,0.96139,1.92501,14949.25,9.11595219220684,True,True,False,False,False,2
TR-041473,Phoenix,Tucson,280.6,Reefer,-44395.0,2025-09-20,0.87193,2.91009,817.29,2.912651461154668,False,True,True,False,False,2
TR-042150,Grand Rapids,Lubbock,1415.5,Dry Van,35333.0,2025-09-24,0.96389,2.11162,13026.22,9.202557400211939,True,True,False,False,False,2
TR-042186,Los Angeles,Albany,3161.7,Dry Van,-25804.0,2025-09-24,,1.78731,5692.34,1.8004048454945125,False,False,True,False,True,2
TR-042302,Nashville,Greensboro,371.1,Dry Van,28762.0,2025-09-25,,2.31887,349.14,0.9408245755860953,False,True,False,False,True,2
TR-042438,Toledo,Austin,1445.9,Dry Van,37298.0,2025-09-26,0.89811,1.93929,7197.15,4.977626391866657,True,True,False,False,False,2
TR-042646,Boston,Phoenix,3183.8,Dry Van,32231.0,2025-09-27,0.82572,1.77316,13420.59,4.215274200640744,True,True,False,False,False,2
TR-042736,Jacksonville,Tucson,1943.0,Dry Van,16292.0,2025-09-28,0.78263,1.84861,12797.54,6.586484817292846,True,True,False,False,False,2
TR-042882,San Antonio,Detroit,1460.5,Dry Van,43567.0,2025-09-29,0.74601,2.04253,13503.63,9.245895241355699,True,True,False,False,False,2
TR-042992,Houston,Hartford,1667.1,Dry Van,20533.0,2025-09-29,0.78127,1.8657,10119.16,6.069917821366445,True,True,False,False,False,2
TR-043102,Fort Wayne,Albany,874.4,Reefer,32660.0,2025-09-30,0.81429,2.23902,7443.31,8.51247712717292,True,True,False,False,False,2
TR-043185,Fort Wayne,Atlanta,548.4,Reefer,26544.0,2025-10-01,0.94021,1.76816,6477.13,11.810959153902262,True,True,False,False,False,2
TR-043303,Atlanta,Phoenix,2083.1,Reefer,40335.0,2025-10-01,0.9074,1.94613,13894.55,6.670131054678124,True,True,False,False,False,2
