load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,rate_per_mile
TR-010387,Mobile,Amarillo,1125.8,Dry Van,38863.0,2025-03-07,1.13115,2.13355,11247.8,9.990939776159175
TR-009833,El Paso,Shreveport,1252.3,Dry Van,28394.0,2025-03-04,1.04073,1.99154,12422.22,9.91952407570071
TR-003880,Toledo,Madison,343.2,Dry Van,40670.0,2025-01-25,0.90955,2.27285,3402.85,9.915064102564102
TR-021543,Columbia,Tampa,578.6,Dry Van,31284.0,2025-05-16,1.30343,1.8673,5733.17,9.908693397856895
TR-021610,Albuquerque,Milwaukee,1421.3,Flatbed,27841.0,2025-05-17,1.23694,2.04142,14079.19,9.905853795820729
TR-002073,Memphis,Chattanooga,159.5,Flatbed,40966.0,2025-01-13,0.81427,2.74924,1572.38,9.85818181818182
TR-043385,Lexington,Lubbock,1187.0,Dry Van,25359.0,2025-10-02,0.95849,2.17408,11696.44,9.853782645324348
TR-024566,Hartford,Mobile,1264.3,Reefer,36014.0,2025-06-04,1.3777,2.33399,12403.35,9.81044846950882
TR-026995,Baton Rouge,Fort Wayne,982.3,Flatbed,39940.0,2025-06-19,1.34842,2.5109,9572.69,9.745179680342055
TR-011921,Buffalo,Syracuse,151.3,Reefer,17748.0,2025-03-17,1.0108,2.66511,1472.66,9.733377395902181
TR-027320,Lexington,Philadelphia,808.7,Dry Van,40018.0,2025-06-21,1.20121,2.17482,7870.44,9.732212192407566
TR-009387,Los Angeles,Las Vegas,402.5,Flatbed,34901.0,2025-03-01,1.01917,2.488,3915.85,9.728819875776397
TR-037234,Tucson,Phoenix,274.0,Dry Van,42194.0,2025-08-23,0.93377,1.7655,2662.69,9.717846715328468
TR-046731,Kansas City,Atlanta,479.3,Dry Van,36432.0,2025-10-23,1.07167,1.72672,4635.85,9.672126017108283
TR-002222,Boston,Jacksonville,1166.1,Flatbed,42165.0,2025-01-14,0.89553,2.00107,11210.34,9.613532287110884
TR-034288,Jacksonville,Oklahoma City,992.4,Dry Van,42032.0,2025-08-04,0.93842,2.28178,9535.05,9.608071342200725
TR-031461,Madison,San Antonio,1155.6,Dry Van,31247.0,2025-07-17,1.34744,2.02471,10965.67,9.489157147802008
TR-044524,Tampa,Mobile,310.0,Dry Van,12098.0,2025-10-09,1.06272,1.70896,2940.49,9.485451612903224
TR-016709,Lexington,Cincinnati,124.7,Dry Van,35540.0,2025-04-16,1.35457,1.329,1179.06,9.455172413793102
TR-024779,Montgomery,Oklahoma City,869.1,Reefer,29372.0,2025-06-05,1.38722,2.41944,8198.5,9.43332182717754
TR-044414,Memphis,Atlanta,242.4,Dry Van,28320.0,2025-10-08,1.11251,1.52682,2281.75,9.4131600660066
TR-028220,Tucson,Raleigh,2423.3,Dry Van,30972.0,2025-06-27,1.32894,1.97112,22755.66,9.390360252548177
TR-014315,Mobile,Harrisburg,923.1,Flatbed,45791.0,2025-04-01,1.10455,1.93776,8631.33,9.350373740656483
TR-018740,Austin,Albuquerque,833.9,Flatbed,20546.0,2025-04-28,1.19135,1.83855,7777.29,9.326406043890154
TR-011493,Philadelphia,Raleigh,439.4,Dry Van,28125.0,2025-03-14,1.11399,2.14612,4081.58,9.288984979517524
TR-017835,Kansas City,Milwaukee,179.4,Dry Van,38493.0,2025-04-22,1.27407,1.49739,1663.0,9.269788182831661
TR-002515,Little Rock,Buffalo,1006.5,Dry Van,19892.0,2025-01-16,1.00383,1.86722,9313.19,9.25304520615996
TR-043540,Milwaukee,Bakersfield,1893.0,Dry Van,30760.0,2025-10-03,1.08079,2.22972,17514.11,9.25203909138933
TR-042882,San Antonio,Detroit,1460.5,Dry Van,43567.0,2025-09-29,0.74601,2.04253,13503.63,9.245895241355699
TR-026236,Charleston,Phoenix,2552.5,Dry Van,25665.0,2025-06-15,1.20224,1.81289,23580.42,9.238166503428012
TR-028544,Atlanta,Hartford,997.2,Flatbed,13107.0,2025-06-29,1.1919,2.28825,9195.27,9.221089049338147
TR-033075,Mobile,Phoenix,1880.0,Reefer,21494.0,2025-07-27,0.97385,2.04041,17333.65,9.220026595744681
TR-042150,Grand Rapids,Lubbock,1415.5,Dry Van,35333.0,2025-09-24,0.96389,2.11162,13026.22,9.202557400211939
TR-005135,Washington,Richmond,88.2,Flatbed,39410.0,2025-02-02,0.83266,2.82713,809.86,9.182086167800453
TR-040323,Montgomery,El Paso,1639.9,Dry Van,38363.0,2025-09-12,0.96139,1.92501,14949.25,9.11595219220684
TR-027813,Bakersfield,Fresno,228.6,Flatbed,11114.0,2025-06-24,1.23244,2.78442,2083.66,9.114873140857393
TR-007534,New Orleans,Buffalo,1156.4,Flatbed,29407.0,2025-02-17,0.92805,1.93677,10537.71,9.11251297129021
TR-029286,Baton Rouge,Philadelphia,1517.5,Reefer,36203.0,2025-07-04,1.35508,1.83016,13817.43,9.105390444810544
TR-008622,Nashville,Syracuse,929.7,Reefer,33579.0,2025-02-24,0.94124,2.18225,8453.3,9.092502957943422
TR-025655,Greensboro,Lubbock,1240.6,Reefer,29932.0,2025-06-11,1.35924,2.42856,11224.33,9.047501209092376
TR-042354,Chattanooga,Little Rock,363.4,Flatbed,41817.0,2025-09-25,0.96197,2.84782,3286.31,9.04323059988993
TR-037174,Albuquerque,Madison,1327.4,Flatbed,36335.0,2025-08-23,0.97029,1.90503,11981.0,9.025915323188187
TR-012185,Bakersfield,Hartford,2829.8,Dry Van,33153.0,2025-03-19,1.16556,1.83188,25533.0,9.022899144815888
TR-002224,Albuquerque,Indianapolis,1344.4,Dry Van,24751.0,2025-01-14,0.89477,1.7784,12100.18,9.000431419220469
TR-040172,Montgomery,Fresno,2283.4,Dry Van,32447.0,2025-09-11,0.98502,1.93645,20361.89,8.917355697643863
TR-003354,Phoenix,Charleston,2527.9,Reefer,36840.0,2025-01-22,1.03241,2.07342,22534.65,8.914375568653824
TR-006877,Cincinnati,St. Louis,231.2,Dry Van,18747.0,2025-02-13,1.08412,2.35534,2058.1,8.90181660899654
TR-046214,Columbia,Tucson,2023.4,Flatbed,34710.0,2025-10-20,0.89822,2.06797,17893.17,8.84312049026391
TR-007458,Shreveport,Houston,246.2,Dry Van,27670.0,2025-02-17,0.95382,2.53591,2171.46,8.819902518277823
TR-013512,Lexington,Baton Rouge,751.2,Reefer,36805.0,2025-03-27,1.26904,2.56757,6621.13,8.814070820021298
TR-032460,Charleston,Lubbock,1424.2,Dry Van,43646.0,2025-07-24,1.31612,1.93952,12550.02,8.811978654683331
TR-028825,Washington,Lubbock,1627.6,Dry Van,38611.0,2025-07-01,1.25439,2.08207,14317.13,8.796467190956008
TR-006708,Kansas City,Syracuse,921.6,Dry Van,25661.0,2025-02-12,1.08771,1.88793,8091.49,8.779828559027777
TR-035999,Richmond,Milwaukee,770.9,Dry Van,32008.0,2025-08-15,1.04167,1.90063,6767.41,8.77858347386172
TR-046517,Toledo,Albuquerque,1684.3,Reefer,31536.0,2025-10-22,0.98632,2.05917,14784.38,8.77775930653684
TR-010955,Green Bay,Houston,1167.0,Dry Van,38500.0,2025-03-11,1.03337,1.98193,10168.3,8.713196229648672
TR-032678,Dallas,Baltimore,1547.6,Dry Van,34852.0,2025-07-25,1.06736,2.23071,13435.73,8.681655466528818
TR-036598,Buffalo,Syracuse,142.3,Flatbed,34743.0,2025-08-19,0.90954,1.97024,1233.19,8.66612789880534
TR-001467,Los Angeles,Syracuse,2786.0,Reefer,30322.0,2025-01-10,0.98678,1.8537,24140.21,8.664827709978464
TR-037765,Phoenix,Syracuse,2810.9,Dry Van,33674.0,2025-08-27,1.04877,2.16284,24294.98,8.643132092923974
TR-027615,El Paso,Cincinnati,1615.7,Flatbed,25698.0,2025-06-23,1.1551,2.24607,13875.07,8.587652410719812
TR-005194,Albany,Lexington,1058.4,Dry Van,33015.0,2025-02-02,0.87374,1.81719,9080.04,8.579024943310658
TR-008056,Chattanooga,Milwaukee,361.9,Reefer,39011.0,2025-02-21,1.05915,2.62055,3093.85,8.54890853827024
TR-043069,Tulsa,Oklahoma City,305.5,Dry Van,47500.0,2025-09-30,0.84162,2.71228,2610.3,8.544353518821605
TR-018907,Tulsa,Dallas,142.9,Dry Van,21953.0,2025-04-29,1.2289,1.46592,1220.72,8.542477256822952
TR-035834,Green Bay,Amarillo,1384.6,Reefer,37596.0,2025-08-14,1.04156,1.83041,11797.79,8.52072078578651
TR-017372,Reno,Philadelphia,2777.6,Reefer,33158.0,2025-04-20,1.1507,2.15601,23662.71,8.519120823732719
TR-043102,Fort Wayne,Albany,874.4,Reefer,32660.0,2025-09-30,0.81429,2.23902,7443.31,8.51247712717292
TR-032353,Phoenix,Nashville,1998.0,Dry Van,41695.0,2025-07-23,1.27214,2.13503,16951.43,8.4841991991992
TR-044503,Columbia,Shreveport,650.2,Dry Van,21435.0,2025-10-09,1.06397,1.92558,5511.27,8.476268840356813
TR-011671,Detroit,Fort Wayne,221.1,Dry Van,31601.0,2025-03-15,1.05281,2.38668,1872.01,8.466802351876979
TR-034584,Atlanta,Fresno,2242.0,Dry Van,32005.0,2025-08-06,1.09714,1.98678,18972.15,8.462154326494202
TR-045174,Corpus Christi,Atlanta,832.1,Dry Van,47500.0,2025-10-13,0.88212,1.87079,7004.3,8.417618074750632
TR-006852,Memphis,Mobile,343.7,Flatbed,34901.0,2025-02-13,1.06103,2.56621,2886.92,8.399534477742218
TR-021796,Detroit,Fort Wayne,213.9,Reefer,18041.0,2025-05-18,1.20517,1.50848,1794.15,8.387798036465638
TR-029888,Mobile,Cincinnati,458.6,Flatbed,37932.0,2025-07-07,1.18456,1.68712,3845.66,8.385651984300043
TR-047587,Corpus Christi,Las Vegas,1383.3,Flatbed,18645.0,2025-10-29,1.01713,2.02448,11596.28,8.383055013373816
TR-039368,Baton Rouge,Grand Rapids,1103.7,Dry Van,22408.0,2025-09-06,0.88674,1.85875,9250.6,8.381444233034339
TR-023974,Boston,Cincinnati,1119.8,Flatbed,22612.0,2025-05-31,1.25222,2.0566,9379.48,8.376031434184675
TR-043643,Milwaukee,Baltimore,985.2,Dry Van,16150.0,2025-10-04,0.93795,2.21345,8236.26,8.359987819732034
TR-005524,Lexington,Richmond,574.8,Flatbed,32384.0,2025-02-04,0.96078,2.13407,4790.22,8.333716075156577
TR-025526,Hartford,Philadelphia,70.0,Reefer,43660.0,2025-06-10,1.26439,3.44949,579.9,8.284285714285714
TR-030247,Cincinnati,Albany,1110.8,Dry Van,36937.0,2025-07-10,1.32643,2.05626,9195.08,8.277889809146561
TR-015897,New Orleans,Baton Rouge,174.5,Dry Van,26864.0,2025-04-10,1.22636,1.40693,1441.44,8.260401146131805
TR-020246,Atlanta,Los Angeles,2153.5,Reefer,31758.0,2025-05-08,1.42571,1.96054,17772.53,8.252858137915021
TR-002031,Tucson,Houston,1247.6,Dry Van,46843.0,2025-01-13,0.86364,2.00528,10270.54,8.232237896761784
TR-035905,Nashville,Hartford,1082.9,Dry Van,35666.0,2025-08-15,1.0204,1.92842,8904.72,8.223030750761842
TR-013064,Dallas,Toledo,1040.3,Dry Van,24993.0,2025-03-24,1.06255,1.96186,8549.6,8.218398538883015
TR-023574,Boston,Nashville,1223.5,Flatbed,25738.0,2025-05-29,1.41937,1.92672,10045.86,8.21075602778913
TR-014612,Cincinnati,Corpus Christi,931.7,Dry Van,30768.0,2025-04-02,1.17827,2.17761,7648.0,8.208650853278952
TR-043887,Shreveport,Baltimore,1348.4,Reefer,25462.0,2025-10-05,0.86034,1.90892,11052.72,8.196914862058735
TR-004780,Greensboro,Little Rock,650.5,Reefer,33024.0,2025-01-31,1.01503,2.47628,5256.86,8.081260568793235
TR-021084,Las Vegas,Baton Rouge,1559.8,Dry Van,22992.0,2025-05-13,1.28711,2.18265,12569.71,8.058539556353379
TR-019517,Los Angeles,Nashville,2021.0,Flatbed,33799.0,2025-05-03,1.28844,2.07878,16229.57,8.03046511627907
TR-027388,St. Louis,Reno,1823.4,Dry Van,27053.0,2025-06-21,1.22629,1.85045,14628.56,8.022682900076779
TR-004389,Little Rock,Richmond,1068.0,Dry Van,33387.0,2025-01-28,0.96508,1.93107,8552.48,8.007940074906367
TR-013419,Columbia,Baton Rouge,711.6,Flatbed,25051.0,2025-03-26,1.15444,2.41337,5689.54,7.995418774592467
TR-001150,Houston,Baton Rouge,170.3,Flatbed,28954.0,2025-01-08,0.97019,2.77328,1359.6,7.983558426306517
TR-011425,Oklahoma City,Houston,295.6,Reefer,31932.0,2025-03-14,1.10456,2.83322,2353.6,7.96211096075778
TR-034654,Tulsa,Lexington,714.5,Reefer,33352.0,2025-08-06,1.10457,1.74392,5683.71,7.95480755773268
TR-009877,Richmond,Savannah,518.6,Dry Van,47500.0,2025-03-04,1.01704,2.2504,4109.58,7.924373312765137
TR-039363,Tulsa,Bakersfield,1477.7,Dry Van,30076.0,2025-09-06,0.88612,1.99466,11684.7,7.9073560262570215
TR-017014,Baton Rouge,Salt Lake City,1448.3,Dry Van,46414.0,2025-04-17,1.36563,1.99484,11311.81,7.810405302768763
TR-010384,New Orleans,Houston,242.8,Dry Van,47500.0,2025-03-07,1.1718,2.70453,1895.79,7.808031301482702
TR-007242,Montgomery,Albany,1403.3,Flatbed,45445.0,2025-02-15,0.96085,1.99404,10945.08,7.799529680039906
TR-020883,Reno,Memphis,1869.7,Flatbed,-19389.0,2025-05-12,1.26327,2.24126,14561.21,7.7879927261057915
TR-045024,Kansas City,Lexington,433.4,Reefer,44130.0,2025-10-12,0.90819,1.46865,3362.18,7.757683433317951
TR-035469,Lexington,Fresno,2305.9,Dry Van,42707.0,2025-08-12,0.9485,2.28957,17742.34,7.69432325773017
TR-030892,Montgomery,Memphis,404.2,Dry Van,28935.0,2025-07-13,1.11119,1.7271,3108.39,7.690227610094013
TR-045419,Savannah,Dayton,566.1,Reefer,30448.0,2025-10-15,1.05078,1.77099,4350.23,7.684561031619854
TR-003187,El Paso,Fort Wayne,1684.4,Reefer,29510.0,2025-01-21,0.92428,2.08536,12854.51,7.631506767988601
TR-024786,Jacksonville,Corpus Christi,833.7,Dry Van,35222.0,2025-06-05,1.39996,2.2769,6362.14,7.631210267482308
TR-018016,Green Bay,Richmond,851.0,Dry Van,27091.0,2025-04-24,1.36928,2.14432,6489.53,7.6257696827262045
TR-002869,Green Bay,Milwaukee,385.9,Flatbed,39458.0,2025-01-18,0.87155,2.36314,2940.51,7.619875615444417
TR-011484,Baton Rouge,Dallas,168.4,Dry Van,37602.0,2025-03-14,1.13297,2.82068,1280.51,7.603978622327791
TR-028814,Mobile,Boston,1397.3,Reefer,34745.0,2025-07-01,1.2226,1.85662,10620.88,7.601001932298003
TR-046583,Columbia,Shreveport,645.1,Reefer,13316.0,2025-10-22,1.04805,1.66524,4892.72,7.58443652146954
TR-036930,Kansas City,Phoenix,1894.0,Dry Van,21740.0,2025-08-21,1.08017,2.12559,14362.88,7.583357972544878
TR-021903,Jacksonville,Baltimore,926.1,Reefer,21481.0,2025-05-18,1.16454,1.88682,7010.39,7.569798077961344
TR-040620,Hartford,Syracuse,403.2,Dry Van,24101.0,2025-09-14,0.77192,2.10997,3043.83,7.549181547619048
TR-027510,Corpus Christi,Memphis,727.0,Dry Van,28276.0,2025-06-22,1.23208,2.24986,5472.77,7.527881705639616
TR-031333,Louisville,Syracuse,796.8,Dry Van,32961.0,2025-07-16,1.2625,2.04758,5970.35,7.492909136546186
TR-021951,Hartford,Oklahoma City,1851.3,Reefer,29871.0,2025-05-19,1.20795,1.97389,13863.47,7.4885053746016315
TR-030282,Charleston,Greensboro,262.4,Reefer,27066.0,2025-07-10,1.33903,1.32946,1962.96,7.48079268292683
TR-022474,Harrisburg,Chattanooga,706.3,Flatbed,31357.0,2025-05-22,1.38862,1.80194,5280.41,7.476157440181226
TR-024829,Nashville,Oklahoma City,758.5,Dry Van,32791.0,2025-06-05,1.3751,2.36117,5664.56,7.468108108108108
TR-029664,Indianapolis,Salt Lake City,1568.2,Reefer,47500.0,2025-07-06,1.12126,1.82599,11668.74,7.440849381456447
TR-009066,Grand Rapids,Fort Wayne,191.9,Reefer,25026.0,2025-02-27,1.11914,2.65934,1427.64,7.439499739447629
TR-040679,Jacksonville,Baton Rouge,575.6,Dry Van,38260.0,2025-09-14,0.79167,2.28956,4277.4,7.431202223766504
TR-035579,Las Vegas,Bakersfield,111.4,Dry Van,33701.0,2025-08-13,1.0679,1.90593,822.99,7.38770197486535
TR-038772,Houston,New York,1543.2,Reefer,40543.0,2025-09-02,0.91654,2.19666,11377.49,7.372660705028512
TR-036337,Louisville,San Antonio,953.3,Dry Van,27815.0,2025-08-18,0.93015,1.92583,7005.3,7.3484737228574435
TR-011935,Corpus Christi,Columbia,977.9,Reefer,29365.0,2025-03-17,0.98649,2.28838,7177.73,7.339942734430923
TR-017764,Greensboro,Phoenix,2295.4,Reefer,43657.0,2025-04-22,1.26369,1.95061,16841.6,7.337109000609915
TR-001418,Dallas,Atlanta,613.6,Flatbed,22461.0,2025-01-09,1.00981,2.25857,4485.75,7.310544328552803
TR-014177,Hartford,Memphis,1159.1,Dry Van,15947.0,2025-03-31,1.00746,1.90998,8401.52,7.2483133465619884
TR-007297,Atlanta,San Antonio,879.2,Dry Van,25144.0,2025-02-16,0.87188,1.93776,6369.91,7.245120564149226
TR-001747,Columbia,Houston,882.9,Flatbed,29523.0,2025-01-11,0.89791,2.14219,6394.62,7.242745497791369
TR-007455,Richmond,Nashville,794.0,Dry Van,16548.0,2025-02-17,0.89741,1.85064,5737.51,7.226083123425693
TR-015954,Montgomery,Raleigh,675.2,Dry Van,40530.0,2025-04-11,1.17294,1.93045,4874.66,7.219579383886256
TR-025173,Toledo,Baltimore,806.2,Dry Van,35622.0,2025-06-08,1.17944,2.05644,5812.47,7.209712230215827
TR-023305,El Paso,Tulsa,1071.1,Reefer,25243.0,2025-05-27,1.25851,1.80396,7683.65,7.1736065726822895
TR-026437,Lubbock,Memphis,841.4,Dry Van,42102.0,2025-06-16,1.24165,2.34966,6007.57,7.139969099120513
TR-036392,Houston,Tucson,1280.7,Reefer,37808.0,2025-08-18,0.852,1.81515,9127.43,7.126907160146795
TR-019914,Dallas,Cincinnati,698.4,Dry Van,18470.0,2025-05-06,1.31168,2.00137,4972.59,7.119974226804124
TR-004486,Chattanooga,Memphis,168.9,Reefer,36503.0,2025-01-29,1.01027,2.99691,1201.66,7.114624037892244
TR-036616,Philadelphia,Richmond,295.9,Flatbed,24633.0,2025-08-20,1.04437,2.11584,2104.27,7.1114227779655295
TR-046426,Raleigh,Columbia,417.8,Dry Van,44664.0,2025-10-21,0.932,1.86109,2970.76,7.110483484921015
TR-017929,Buffalo,Lexington,563.2,Dry Van,27442.0,2025-04-23,1.31755,2.07736,4004.08,7.109517045454544
TR-029268,Philadelphia,Columbia,759.6,Dry Van,33554.0,2025-07-03,1.36982,2.03043,5397.96,7.1063191153238545
TR-015538,Tulsa,Lubbock,460.6,Dry Van,37857.0,2025-04-08,1.14346,1.63673,3271.83,7.103408597481545
TR-044162,Baton Rouge,Detroit,1189.2,Flatbed,31603.0,2025-10-07,0.95007,2.02274,8425.34,7.084880591994618
TR-042453,Fort Wayne,Hartford,840.2,Dry Van,20529.0,2025-09-26,0.91051,1.93104,5949.01,7.080468935967627
TR-015478,Columbia,Washington,542.8,Dry Van,38195.0,2025-04-08,1.12919,1.90426,3839.88,7.074207811348564
TR-009156,Green Bay,Shreveport,1021.4,Dry Van,19364.0,2025-02-28,1.07489,1.93979,7214.86,7.063696886626199
TR-043131,Charleston,Nashville,568.0,Dry Van,38481.0,2025-09-30,0.88423,2.22526,4000.2,7.0426056338028165
TR-009429,Louisville,Shreveport,510.2,Flatbed,39971.0,2025-03-02,0.91587,2.46249,3587.96,7.032457859662878
TR-030511,Cincinnati,Nashville,193.4,Reefer,40181.0,2025-07-11,1.27601,1.09003,1358.99,7.02683557394002
TR-010916,San Francisco,Tucson,682.8,Flatbed,35029.0,2025-03-11,1.03993,2.32166,4776.34,6.995225541886351
TR-039612,Greensboro,Chattanooga,289.2,Dry Van,44830.0,2025-09-08,0.85579,2.48479,2021.98,6.991632088520055
TR-044423,Montgomery,Raleigh,679.7,Dry Van,33249.0,2025-10-08,1.06877,1.89541,4747.88,6.985258202148006
TR-031202,El Paso,Kansas City,1362.6,Dry Van,44357.0,2025-07-15,1.23036,2.11456,9445.95,6.932298546895642
TR-039909,Montgomery,Washington,838.2,Reefer,31435.0,2025-09-10,0.97825,2.30039,5795.79,6.914566929133858
TR-046614,Little Rock,Buffalo,1038.6,Flatbed,18497.0,2025-10-23,1.05025,2.01241,7151.41,6.885624879645677
TR-017385,Fresno,Memphis,2015.3,Flatbed,33377.0,2025-04-20,1.17109,2.13889,13847.57,6.871220165732149
TR-044614,Tampa,Mobile,307.6,Reefer,47500.0,2025-10-10,1.00233,1.21994,2094.59,6.80946033810143
TR-009527,Harrisburg,Kansas City,800.6,Dry Van,17648.0,2025-03-02,0.98947,1.90603,5417.77,6.767137147139645
TR-037933,Chattanooga,Lexington,224.4,Dry Van,41751.0,2025-08-28,1.05614,1.66978,1497.36,6.672727272727272
TR-043303,Atlanta,Phoenix,2083.1,Reefer,40335.0,2025-10-01,0.9074,1.94613,13894.55,6.670131054678124
TR-019091,Hartford,Little Rock,1374.0,Dry Van,43480.0,2025-04-30,1.36212,2.09302,9161.37,6.667663755458516
TR-000389,Corpus Christi,Chattanooga,823.0,Flatbed,39556.0,2025-01-03,0.92409,2.22467,5485.49,6.665236938031591
TR-018570,Little Rock,Nashville,296.1,Reefer,41264.0,2025-04-27,1.18887,1.21921,1972.95,6.663120567375886
