load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,baseline_predicted_rate,residual,absolute_residual,residual_pct,residual_modified_z,residual_anomaly_flag,extreme_relative_error_flag,strong_target_anomaly_candidate
TR-047299,Boston,Bakersfield,2979.1,Reefer,30585.0,2025-10-27,0.86501,2.09472,19110.3,5972.408294988163,13137.891705011836,13137.891705011836,2.1997644929996993,103.02526673753086,True,True,True
TR-032353,Phoenix,Nashville,1998.0,Dry Van,41695.0,2025-07-23,1.27214,2.13503,16951.43,3867.300992288453,13084.129007711548,13084.129007711548,3.3832714427456785,102.6043081495525,True,True,True
TR-004658,Baltimore,Reno,2884.1,Dry Van,35317.0,2025-01-30,1.06754,1.72427,17688.63,5510.104706851968,12178.525293148032,12178.525293148032,2.2102166730159767,95.51348718829513,True,True,True
TR-019517,Los Angeles,Nashville,2021.0,Flatbed,33799.0,2025-05-03,1.28844,2.07878,16229.57,4092.3131865612763,12137.256813438724,12137.256813438724,2.9658670439242507,95.190357549739,True,True,True
TR-017764,Greensboro,Phoenix,2295.4,Reefer,43657.0,2025-04-22,1.26369,1.95061,16841.6,4704.848313443105,12136.751686556894,12136.751686556894,2.5796265634916864,95.18640243755895,True,True,True
TR-040323,Montgomery,El Paso,1639.9,Dry Van,38363.0,2025-09-12,0.96139,1.92501,14949.25,3203.3939725556975,11745.856027444303,11745.856027444303,3.666691055822069,92.12571365202763,True,True,True
TR-046517,Toledo,Albuquerque,1684.3,Reefer,31536.0,2025-10-22,0.98632,2.05917,14784.38,3571.8866274372767,11212.493372562723,11212.493372562723,3.139095537477167,87.94951711885747,True,True,True
TR-028825,Washington,Lubbock,1627.6,Dry Van,38611.0,2025-07-01,1.25439,2.08207,14317.13,3180.5901290965717,11136.539870903427,11136.539870903427,3.50140678895545,87.3548059079983,True,True,True
TR-021610,Albuquerque,Milwaukee,1421.3,Flatbed,27841.0,2025-05-17,1.23694,2.04142,14079.19,2980.48677010293,11098.70322989707,11098.70322989707,3.7237887922293242,87.05854735380193,True,True,True
TR-027388,St. Louis,Reno,1823.4,Dry Van,27053.0,2025-06-21,1.22629,1.85045,14628.56,3543.597653429645,11084.962346570355,11084.962346570355,3.128166183269101,86.95095708892958,True,True,True
TR-020883,Reno,Memphis,1869.7,Flatbed,-19389.0,2025-05-12,1.26327,2.24126,14561.21,3811.8073723039015,10749.402627696098,10749.402627696098,2.8200277657784767,84.32354528608155,True,True,True
TR-036930,Kansas City,Phoenix,1894.0,Dry Van,21740.0,2025-08-21,1.08017,2.12559,14362.88,3674.4880069430005,10688.391993057,10688.391993057,2.9088112337994088,83.84583579792309,True,True,True
TR-042882,San Antonio,Detroit,1460.5,Dry Van,43567.0,2025-09-29,0.74601,2.04253,13503.63,2870.7915728347916,10632.838427165207,10632.838427165207,3.7038002088969852,83.41085481986032,True,True,True
TR-028700,Bakersfield,Buffalo,2396.0,Dry Van,36757.0,2025-06-30,1.20963,2.00026,15165.13,4605.181455437398,10559.948544562601,10559.948544562601,2.293058079632092,82.84013155635068,True,True,True
TR-029286,Baton Rouge,Philadelphia,1517.5,Reefer,36203.0,2025-07-04,1.35508,1.83016,13817.43,3262.644262479378,10554.785737520622,10554.785737520622,3.235040319565742,82.79970709717117,True,True,True
TR-027615,El Paso,Cincinnati,1615.7,Flatbed,25698.0,2025-06-23,1.1551,2.24607,13875.07,3340.8987350178922,10534.171264982107,10534.171264982107,3.1530950503130684,82.63829705475342,True,True,True
TR-013848,Phoenix,Baltimore,3127.2,Dry Van,21371.0,2025-03-29,1.05909,1.69055,16386.16,5960.805060096965,10425.354939903034,10425.354939903034,1.7489843795920823,81.78627197315404,True,True,True
TR-032678,Dallas,Baltimore,1547.6,Dry Van,34852.0,2025-07-25,1.06736,2.23071,13435.73,3032.272448061608,10403.45755193839,10403.45755193839,3.430911215972312,81.61481678245696,True,True,True
TR-042150,Grand Rapids,Lubbock,1415.5,Dry Van,35333.0,2025-09-24,0.96389,2.11162,13026.22,2787.3628772526245,10238.857122747375,10238.857122747375,3.673313297778919,80.32600562281837,True,True,True
TR-046367,Bakersfield,Columbia,2251.9,Dry Van,40729.0,2025-10-21,0.94743,2.19163,14403.14,4338.024232473168,10065.115767526831,10065.115767526831,2.320207363569421,78.96562157886723,True,True,True
TR-004744,Phoenix,Jacksonville,2212.4,Reefer,38134.0,2025-01-30,1.06262,2.14388,14536.22,4550.968719369331,9985.25128063067,9985.25128063067,2.1940935867417735,78.34028759598232,True,True,True
TR-021951,Hartford,Oklahoma City,1851.3,Reefer,29871.0,2025-05-19,1.20795,1.97389,13863.47,3881.4997865977634,9981.970213402235,9981.970213402235,2.5716786711849067,78.31459704292415,True,True,True
TR-009833,El Paso,Shreveport,1252.3,Dry Van,28394.0,2025-03-04,1.04073,1.99154,12422.22,2484.7948079412986,9937.425192058701,9937.425192058701,3.9992940907229495,77.96581228643204,True,True,True
TR-011714,Fort Wayne,Oklahoma City,1151.3,Reefer,38377.0,2025-03-16,0.94313,2.31669,12454.19,2583.720077541832,9870.46992245817,9870.46992245817,3.8202551461569314,77.44155667493764,True,True,True
TR-017385,Fresno,Memphis,2015.3,Flatbed,33377.0,2025-04-20,1.17109,2.13889,13847.57,4081.745551787535,9765.824448212465,9765.824448212465,2.3925608111303456,76.62218909687974,True,True,True
TR-032460,Charleston,Lubbock,1424.2,Dry Van,43646.0,2025-07-24,1.31612,1.93952,12550.02,2803.492425065177,9746.527574934824,9746.527574934824,3.4765664026034355,76.4710957750179,True,True,True
TR-047537,Los Angeles,Richmond,2782.4,Dry Van,25730.0,2025-10-29,1.0341,2.39203,15003.55,5321.5558548362715,9681.994145163728,9681.994145163728,1.8193916232908944,75.96580301929717,True,True,True
TR-044268,Albany,Albuquerque,2492.6,Dry Van,25513.0,2025-10-08,1.0559,2.38846,14425.42,4784.275055287116,9641.144944712883,9641.144944712883,2.015173633058247,75.64595631135047,True,True,True
TR-024566,Hartford,Mobile,1264.3,Reefer,36014.0,2025-06-04,1.3777,2.33399,12403.35,2793.218802003718,9610.131197996283,9610.131197996283,3.440522164286753,75.40312059660167,True,True,True
TR-043303,Atlanta,Phoenix,2083.1,Reefer,40335.0,2025-10-01,0.9074,1.94613,13894.55,4311.25026739657,9583.29973260343,9583.29973260343,2.22285859976078,75.19303188542561,True,True,True
TR-022731,Dallas,Grand Rapids,1041.3,Reefer,32899.0,2025-05-24,1.24348,1.79121,11895.25,2379.783266118757,9515.466733881243,9515.466733881243,3.9984593846649887,74.66190370930495,True,True,True
TR-021084,Las Vegas,Baton Rouge,1559.8,Dry Van,22992.0,2025-05-13,1.28711,2.18265,12569.71,3054.89089441944,9514.819105580558,9514.819105580558,3.11461830697845,74.65683281984661,True,True,True
TR-002224,Albuquerque,Indianapolis,1344.4,Dry Van,24751.0,2025-01-14,0.89477,1.7784,12100.18,2655.545538232801,9444.6344617672,9444.6344617672,3.556570326431822,74.10729140840265,True,True,True
TR-043385,Lexington,Lubbock,1187.0,Dry Van,25359.0,2025-10-02,0.95849,2.17408,11696.44,2363.7305007965097,9332.70949920349,9332.70949920349,3.9482967690515625,73.23092588795288,True,True,True
TR-003187,El Paso,Fort Wayne,1684.4,Reefer,29510.0,2025-01-21,0.92428,2.08536,12854.51,3572.072024538571,9282.43797546143,9282.43797546143,2.5986144488955274,72.83730297257387,True,True,True
TR-021703,Buffalo,Shreveport,1151.5,Flatbed,25885.0,2025-05-17,1.30036,1.99998,11708.49,2480.2853908125157,9228.204609187484,9228.204609187484,3.7206220878333762,72.41265907570094,True,True,True
TR-037174,Albuquerque,Madison,1327.4,Flatbed,36335.0,2025-08-23,0.97029,1.90503,11981.0,2806.398891988142,9174.601108011859,9174.601108011859,3.2691721530406816,71.9929469835127,True,True,True
TR-042736,Jacksonville,Tucson,1943.0,Dry Van,16292.0,2025-09-28,0.78263,1.84861,12797.54,3765.3325865769157,9032.207413423086,9032.207413423086,2.398780773210346,70.8780131795722,True,True,True
TR-020882,Reno,Dayton,2004.1,Dry Van,17891.0,2025-05-12,1.22414,2.32767,12906.22,3878.610215467369,9027.60978453263,9027.60978453263,2.327537257683629,70.84201403029283,True,True,True
TR-037963,San Francisco,Atlanta,2287.0,Dry Van,27878.0,2025-08-28,1.055,2.37447,13409.18,4403.098615027258,9006.081384972742,9006.081384972742,2.0453962475961913,70.67344799593732,True,True,True
TR-010387,Mobile,Amarillo,1125.8,Dry Van,38863.0,2025-03-07,1.13115,2.13355,11247.8,2250.2674748047625,8997.532525195236,8997.532525195236,3.9984280206404703,70.60651095368546,True,True,True
TR-018418,Providence,Phoenix,3110.8,Flatbed,33214.0,2025-04-26,1.27372,2.21169,14934.48,6112.770796460068,8821.709203539933,8821.709203539933,1.4431604745672164,69.22982524157769,True,True,True
TR-017709,Mobile,Bakersfield,1946.7,Flatbed,28838.0,2025-04-22,1.24939,2.11525,12750.46,3954.563140300054,8795.896859699946,8795.896859699946,2.2242398332354236,69.02771618900167,True,True,True
TR-039363,Tulsa,Bakersfield,1477.7,Dry Van,30076.0,2025-09-06,0.88612,1.99466,11684.7,2902.6798742573087,8782.020125742692,8782.020125742692,3.0254869658989505,68.9190622221114,True,True,True
TR-035834,Green Bay,Amarillo,1384.6,Reefer,37596.0,2025-08-14,1.04156,1.83041,11797.79,3016.2515148600446,8781.538485139956,8781.538485139956,2.9114078988029695,68.91529100604112,True,True,True
TR-028598,Richmond,Shreveport,1106.1,Reefer,32640.0,2025-06-29,1.20681,2.4724,11276.81,2499.9205877570776,8776.889412242923,8776.889412242923,3.510867287235522,68.87888905337843,True,True,True
TR-002222,Boston,Jacksonville,1166.1,Flatbed,42165.0,2025-01-14,0.89553,2.00107,11210.34,2507.3533676013963,8702.986632398604,8702.986632398604,3.4709852806763024,68.30023486723934,True,True,True
TR-047587,Corpus Christi,Las Vegas,1383.3,Flatbed,18645.0,2025-10-29,1.01713,2.02448,11596.28,2910.035871611323,8686.244128388678,8686.244128388678,2.984926822767651,68.16914209843954,True,True,True
TR-031461,Madison,San Antonio,1155.6,Dry Van,31247.0,2025-07-17,1.34744,2.02471,10965.67,2305.5158109902864,8660.154189009714,8660.154189009714,3.7562762084420167,67.964859489997,True,True,True
TR-044345,Lexington,Albany,1040.0,Dry Van,36569.0,2025-10-08,1.04012,2.05845,10566.25,2091.196761894764,8475.053238105236,8475.053238105236,4.052728749649685,66.51553051583885,True,True,True
TR-025655,Greensboro,Lubbock,1240.6,Reefer,29932.0,2025-06-11,1.35924,2.42856,11224.33,2749.27968899711,8475.05031100289,8475.05031100289,3.0826439175762586,66.51550759680887,True,True,True
TR-035524,Los Angeles,Mobile,1971.1,Dry Van,25894.0,2025-08-12,0.97499,2.37027,12284.47,3817.4291720404462,8467.040827959554,8467.040827959554,2.2179955269304585,66.4527938409583,True,True,True
TR-017014,Baton Rouge,Salt Lake City,1448.3,Dry Van,46414.0,2025-04-17,1.36563,1.99484,11311.81,2848.1731264769596,8463.636873523039,8463.636873523039,2.9716019699940475,66.42614108867664,True,True,True
TR-040159,San Francisco,Shreveport,1950.8,Dry Van,40882.0,2025-09-11,1.01516,2.01542,12240.81,3779.7935604778245,8461.016439522175,8461.016439522175,2.2384863893076137,66.40562325284833,True,True,True
TR-010000,Grand Rapids,Boston,1069.1,Reefer,29476.0,2025-03-05,1.11126,2.04323,10769.23,2431.323660278407,8337.906339721592,8337.906339721592,3.4293691440352423,65.4416788010202,True,True,True
TR-036680,El Paso,Greensboro,1813.7,Dry Van,20366.0,2025-08-20,1.00259,1.7615,11839.2,3525.614134604156,8313.585865395846,8313.585865395846,2.358053249162296,65.25125099428372,True,True,True
TR-029664,Indianapolis,Salt Lake City,1568.2,Reefer,47500.0,2025-07-06,1.12126,1.82599,11668.74,3356.640592835286,8312.099407164715,8312.099407164715,2.476314987343835,65.23961211845555,True,True,True
TR-001950,Hartford,Reno,2794.2,Reefer,35166.0,2025-01-13,0.83784,1.91304,13918.0,5629.609054696103,8288.390945303898,8288.390945303898,1.4722853513939647,65.0539763313907,True,True,True
TR-033274,Tucson,Montgomery,1848.1,Dry Van,40927.0,2025-07-29,1.01446,2.21746,11700.79,3589.39073744919,8111.399262550811,8111.399262550811,2.2598262089223526,63.66814242429515,True,True,True
TR-043887,Shreveport,Baltimore,1348.4,Reefer,25462.0,2025-10-05,0.86034,1.90892,11052.72,2949.137764191724,8103.582235808275,8103.582235808275,2.7477801594084705,63.60693558935257,True,True,True
TR-026011,Richmond,Fresno,2792.2,Dry Van,19867.0,2025-06-13,1.37077,1.8566,13432.05,5339.724770763054,8092.325229236945,8092.325229236945,1.5154948197977143,63.51879392553941,True,True,True
TR-016265,Albany,Baton Rouge,1714.3,Dry Van,29943.0,2025-04-13,1.03791,2.30634,11408.87,3341.3294159182133,8067.5405840817875,8067.5405840817875,2.4144702840874457,63.32473168997513,True,True,True
TR-038772,Houston,New York,1543.2,Reefer,40543.0,2025-09-02,0.91654,2.19666,11377.49,3310.29131751186,8067.19868248814,8067.19868248814,2.4370056616502715,63.32205462168583,True,True,True
TR-007534,New Orleans,Buffalo,1156.4,Flatbed,29407.0,2025-02-17,0.92805,1.93677,10537.71,2489.3698487759075,8048.340151224092,8048.340151224092,3.233083326361362,63.17439349062467,True,True,True
TR-007242,Montgomery,Albany,1403.3,Flatbed,45445.0,2025-02-15,0.96085,1.99404,10945.08,2947.1152918700636,7997.964708129936,7997.964708129936,2.713828240854095,62.779956893159046,True,True,True
TR-033312,Los Angeles,Mobile,1945.6,Dry Van,19268.0,2025-07-29,1.00732,2.37599,11663.11,3770.152911210552,7892.957088789449,7892.957088789449,2.093537656077486,61.95775374145252,True,True,True
TR-010955,Green Bay,Houston,1167.0,Dry Van,38500.0,2025-03-11,1.03337,1.98193,10168.3,2326.651080537769,7841.64891946223,7841.64891946223,3.3703587895309837,61.55601395538667,True,True,True
TR-002031,Tucson,Houston,1247.6,Dry Van,46843.0,2025-01-13,0.86364,2.00528,10270.54,2476.0811441804944,7794.458855819506,7794.458855819506,3.147901220498664,61.18651868161543,True,True,True
TR-024636,Milwaukee,Fresno,2053.7,Dry Van,27923.0,2025-06-04,1.36727,1.95175,11729.5,3970.567177709046,7758.9328222909535,7758.9328222909535,1.9541119631094452,60.90835204077297,True,True,True
TR-045820,Atlanta,Baltimore,940.4,Dry Van,30598.0,2025-10-18,0.9171,2.16316,9522.01,1906.5412490062345,7615.468750993766,7615.468750993766,3.994389712241082,59.78503725354097,True,True,True
TR-028814,Mobile,Boston,1397.3,Reefer,34745.0,2025-07-01,1.2226,1.85662,10620.88,3039.796946724345,7581.083053275654,7581.083053275654,2.493943900247993,59.51579937142322,True,True,True
TR-034288,Jacksonville,Oklahoma City,992.4,Dry Van,42032.0,2025-08-04,0.93842,2.28178,9535.05,2002.9477416789607,7532.102258321039,7532.102258321039,3.7605086251562874,59.132282782458454,True,True,True
TR-027381,Oklahoma City,New York,1713.2,Dry Van,31476.0,2025-06-21,1.25125,1.97389,10809.73,3339.290047803983,7470.439952196017,7470.439952196017,2.2371341947695744,58.64947074695182,True,True,True
TR-023574,Boston,Nashville,1223.5,Flatbed,25738.0,2025-05-29,1.41937,1.92672,10045.86,2613.771303743983,7432.088696256018,7432.088696256018,2.8434349576071347,58.34918278971772,True,True,True
TR-026995,Baton Rouge,Fort Wayne,982.3,Flatbed,39940.0,2025-06-19,1.34842,2.5109,9572.69,2166.593495423567,7406.096504576433,7406.096504576433,3.418313827776238,58.145665539703515,True,True,True
TR-033087,Oklahoma City,Hartford,1819.2,Flatbed,31163.0,2025-07-28,0.99486,2.08736,11117.85,3718.1818361505807,7399.668163849419,7399.668163849419,1.9901307923956368,58.095332030200204,True,True,True
TR-042646,Boston,Phoenix,3183.8,Dry Van,32231.0,2025-09-27,0.82572,1.77316,13420.59,6065.739819429202,7354.850180570798,7354.850180570798,1.2125231875281628,57.74440999867287,True,True,True
TR-021056,Amarillo,Little Rock,837.7,Reefer,33864.0,2025-05-13,1.3147,1.51475,9350.63,2002.314767884775,7348.315232115225,7348.315232115225,3.669910121013546,57.693241757261845,True,True,True
TR-002515,Little Rock,Buffalo,1006.5,Dry Van,19892.0,2025-01-16,1.00383,1.86722,9313.19,2029.0887329613731,7284.101267038627,7284.101267038627,3.5898387038046264,57.19045039030058,True,True,True
TR-026947,Columbia,Bakersfield,2187.2,Dry Van,26570.0,2025-06-19,1.35915,1.92802,11439.83,4218.072307936141,7221.7576920638585,7221.7576920638585,1.712099073900748,56.70230406192131,True,True,True
TR-026202,Albany,Shreveport,1649.8,Dry Van,21136.0,2025-06-15,1.22519,1.92921,10402.19,3221.748285583774,7180.441714416227,7180.441714416227,2.228740757478248,56.37880251745175,True,True,True
TR-039368,Baton Rouge,Grand Rapids,1103.7,Dry Van,22408.0,2025-09-06,0.88674,1.85875,9250.6,2209.294715418854,7041.305284581146,7041.305284581146,3.1871281071915316,55.28937289466732,True,True,True
TR-028544,Atlanta,Hartford,997.2,Flatbed,13107.0,2025-06-29,1.1919,2.28825,9195.27,2194.2176635163296,7001.052336483671,7001.052336483671,3.1906826988459196,54.974194805695426,True,True,True
TR-030247,Cincinnati,Albany,1110.8,Dry Van,36937.0,2025-07-10,1.32643,2.05626,9195.08,2222.457909610707,6972.622090389294,6972.622090389294,3.137347195749881,54.751587740709084,True,True,True
TR-023974,Boston,Cincinnati,1119.8,Flatbed,22612.0,2025-05-31,1.25222,2.0566,9379.48,2421.5145097024115,6957.965490297588,6957.965490297588,2.873394093827948,54.636827470317385,True,True,True
TR-005194,Albany,Lexington,1058.4,Dry Van,33015.0,2025-02-02,0.87374,1.81719,9080.04,2125.309828532806,6954.730171467195,6954.730171467195,3.2723370861500922,54.61149512438066,True,True,True
TR-027836,Richmond,Phoenix,2651.3,Dry Van,42643.0,2025-06-24,1.27182,1.94687,12021.48,5078.500255040225,6942.9797449597745,6942.9797449597745,1.3671319082969666,54.519490013047076,True,True,True
TR-042992,Houston,Hartford,1667.1,Dry Van,20533.0,2025-09-29,0.78127,1.8657,10119.16,3253.8219841075847,6865.338015892416,6865.338015892416,2.1099304293302787,53.91156008620877,True,True,True
TR-026643,Fresno,Savannah,2571.0,Dry Van,47500.0,2025-06-17,1.24969,1.9893,11700.83,4929.62638270138,6771.20361729862,6771.20361729862,1.3735733890624133,53.17449357909318,True,True,True
TR-031202,El Paso,Kansas City,1362.6,Dry Van,44357.0,2025-07-15,1.23036,2.11456,9445.95,2689.2878106682547,6756.662189331746,6756.662189331746,2.5124355089583363,53.060635099301244,True,True,True
TR-035905,Nashville,Hartford,1082.9,Dry Van,35666.0,2025-08-15,1.0204,1.92842,8904.72,2170.7321183497634,6733.987881650236,6733.987881650236,3.102173605267128,52.88309667536982,True,True,True
TR-000470,Phoenix,Jacksonville,2154.3,Dry Van,22509.0,2025-01-04,0.84517,1.76215,10854.69,4157.076661610514,6697.613338389487,6697.613338389487,1.6111353923876715,52.598286255909706,True,True,True
TR-002663,Grand Rapids,Reno,1951.9,Dry Van,29933.0,2025-01-17,1.02555,1.68637,10436.26,3781.8329285920554,6654.427071407945,6654.427071407945,1.7595772201088038,52.26014046186471,True,True,True
TR-024673,El Paso,Charleston,2028.3,Flatbed,27008.0,2025-06-04,1.40202,2.17107,10705.58,4105.847174955717,6599.732825044283,6599.732825044283,1.6073985571845997,51.83188790245184,True,True,True
TR-014315,Mobile,Harrisburg,923.1,Flatbed,45791.0,2025-04-01,1.10455,1.93776,8631.33,2056.8384114576947,6574.491588542305,6574.491588542305,3.1964064614501826,51.63425058493869,True,True,True
TR-032679,El Paso,Savannah,1870.5,Dry Van,24333.0,2025-07-25,1.06596,2.35637,10182.59,3630.91968813898,6551.67031186102,6551.67031186102,1.8044106933191533,51.455561402847266,True,True,True
TR-007361,Corpus Christi,Philadelphia,1739.9,Flatbed,30157.0,2025-02-16,0.90498,1.95132,10115.44,3571.161934824673,6544.278065175327,6544.278065175327,1.8325346720791085,51.39768056942449,True,True,True
TR-028780,Phoenix,Tampa,2068.4,Dry Van,45171.0,2025-06-30,1.16543,1.99965,10498.93,3997.8205515992213,6501.109448400779,6501.109448400779,1.6261633969038916,51.059672975406414,True,True,True
TR-013064,Dallas,Toledo,1040.3,Dry Van,24993.0,2025-03-24,1.06255,1.96186,8549.6,2091.752953198645,6457.847046801355,6457.847046801355,3.087289556315057,50.720931052021754,True,True,True
TR-019091,Hartford,Little Rock,1374.0,Dry Van,43480.0,2025-04-30,1.36212,2.09302,9161.37,2710.423080215737,6450.946919784264,6450.946919784264,2.380051648346648,50.66690348510557,True,True,True
TR-004389,Little Rock,Richmond,1068.0,Dry Van,33387.0,2025-01-28,0.96508,1.93107,8552.48,2143.1079502570014,6409.372049742999,6409.372049742999,2.9906902491656506,50.341374829238426,True,True,True
TR-039480,Syracuse,Indianapolis,829.7,Reefer,27194.0,2025-09-07,0.83751,2.1798,8354.94,1987.4829997812785,6367.457000218722,6367.457000218722,3.203779353543883,50.01318258910155,True,True,True
TR-006756,Philadelphia,Dallas,1502.6,Flatbed,32707.0,2025-02-12,1.03761,2.02891,9457.25,3131.214613454712,6326.035386545288,6326.035386545288,2.0203135739602613,49.68885392109663,True,True,True
TR-004042,Tucson,Baton Rouge,1410.7,Flatbed,30966.0,2025-01-26,0.83213,1.99559,9275.66,2960.8346773657977,6314.825322634202,6314.825322634202,2.132785518525604,49.60107981540397,True,True,True
TR-036392,Houston,Tucson,1280.7,Reefer,37808.0,2025-08-18,0.852,1.81515,9127.43,2823.623926615886,6303.806073384114,6303.806073384114,2.2325232528183125,49.5147997766814,True,True,True
TR-047821,Los Angeles,Little Rock,1722.4,Reefer,41796.0,2025-10-30,1.03114,1.86271,9939.89,3642.5229230301784,6297.367076969821,6297.367076969821,1.7288476174450824,49.464382833807065,True,True,True
TR-008622,Nashville,Syracuse,929.7,Reefer,33579.0,2025-02-24,0.94124,2.18225,8453.3,2172.880101074983,6280.419898925016,6280.419898925016,2.890366521290301,49.331687479998614,True,True,True
TR-039460,Phoenix,Lexington,2217.9,Dry Van,32609.0,2025-09-07,0.8206,1.85439,10528.39,4274.98921803331,6253.4007819666895,6253.4007819666895,1.4627874979398285,49.120129468694394,True,True,True
TR-043643,Milwaukee,Baltimore,985.2,Dry Van,16150.0,2025-10-04,0.93795,2.21345,8236.26,1989.599150385814,6246.660849614186,6246.660849614186,3.1396579800523448,49.067356216074046,True,True,True
TR-028216,Washington,San Antonio,1613.7,Dry Van,28792.0,2025-06-27,1.31844,2.10183,9397.64,3154.819932016747,6242.820067983253,6242.820067983253,1.9788197749823628,49.03728313393197,True,True,True
TR-006708,Kansas City,Syracuse,921.6,Dry Van,25661.0,2025-02-12,1.08771,1.88793,8091.49,1871.6865939630181,6219.803406036982,6219.803406036982,3.3231009005986802,48.857064097324496,True,True,True
TR-027320,Lexington,Philadelphia,808.7,Dry Van,40018.0,2025-06-21,1.20121,2.17482,7870.44,1662.3732666024257,6208.066733397574,6208.066733397574,3.7344601589302986,48.765166677925066,True,True,True
TR-028013,Montgomery,Houston,604.3,Reefer,39690.0,2025-06-25,1.31135,2.76111,7773.37,1569.5979334652684,6203.7720665347315,6203.7720665347315,3.952459374636407,48.731539702546165,True,True,True
TR-024779,Montgomery,Oklahoma City,869.1,Reefer,29372.0,2025-06-05,1.38722,2.41944,8198.5,2060.5294576909982,6137.970542309002,6137.970542309002,2.978831736376693,48.216317845834396,True,True,True
TR-045286,Providence,Baton Rouge,1590.7,Dry Van,30170.0,2025-10-14,0.93687,2.10491,9208.2,3112.1785987191947,6096.0214012808065,6096.0214012808065,1.9587633575366146,47.88785867133462,True,True,True
TR-046668,Albuquerque,Lexington,1643.6,Dry Van,21757.0,2025-10-23,1.01507,2.20519,9305.14,3210.253665303564,6094.886334696435,6094.886334696435,1.8985684528827096,47.87897117032347,True,True,True
TR-014177,Hartford,Memphis,1159.1,Dry Van,15947.0,2025-03-31,1.00746,1.90998,8401.52,2312.004709535566,6089.515290464435,6089.515290464435,2.63386803035003,47.83691622685135,True,True,True
TR-027970,Buffalo,Boston,589.9,Reefer,24951.0,2025-06-25,1.3392,2.58804,7597.52,1542.900750878975,6054.619249121026,6054.619249121026,3.924179339255471,47.5636823857755,True,True,True
