load_id,pickup,delivery,distance,equipment,weight,date,market_index,quote_signal,posted_rate,rate_per_mile
TR-004744,Phoenix,Jacksonville,2212.4,Reefer,38134.0,2025-01-30,1.06262,2.14388,14536.22,6.570339902368468
TR-044268,Albany,Albuquerque,2492.6,Dry Van,25513.0,2025-10-08,1.0559,2.38846,14425.42,5.787298403273691
TR-046367,Bakersfield,Columbia,2251.9,Dry Van,40729.0,2025-10-21,0.94743,2.19163,14403.14,6.395994493538789
TR-036930,Kansas City,Phoenix,1894.0,Dry Van,21740.0,2025-08-21,1.08017,2.12559,14362.88,7.583357972544878
TR-028825,Washington,Lubbock,1627.6,Dry Van,38611.0,2025-07-01,1.25439,2.08207,14317.13,8.796467190956008
TR-021610,Albuquerque,Milwaukee,1421.3,Flatbed,27841.0,2025-05-17,1.23694,2.04142,14079.19,9.905853795820729
TR-001950,Hartford,Reno,2794.2,Reefer,35166.0,2025-01-13,0.83784,1.91304,13918.0,4.981032138000144
TR-043303,Atlanta,Phoenix,2083.1,Reefer,40335.0,2025-10-01,0.9074,1.94613,13894.55,6.670131054678124
TR-027615,El Paso,Cincinnati,1615.7,Flatbed,25698.0,2025-06-23,1.1551,2.24607,13875.07,8.587652410719812
TR-021951,Hartford,Oklahoma City,1851.3,Reefer,29871.0,2025-05-19,1.20795,1.97389,13863.47,7.4885053746016315
TR-017385,Fresno,Memphis,2015.3,Flatbed,33377.0,2025-04-20,1.17109,2.13889,13847.57,6.871220165732149
TR-029286,Baton Rouge,Philadelphia,1517.5,Reefer,36203.0,2025-07-04,1.35508,1.83016,13817.43,9.105390444810544
TR-042882,San Antonio,Detroit,1460.5,Dry Van,43567.0,2025-09-29,0.74601,2.04253,13503.63,9.245895241355699
TR-032678,Dallas,Baltimore,1547.6,Dry Van,34852.0,2025-07-25,1.06736,2.23071,13435.73,8.681655466528818
TR-026011,Richmond,Fresno,2792.2,Dry Van,19867.0,2025-06-13,1.37077,1.8566,13432.05,4.810561564357854
TR-042646,Boston,Phoenix,3183.8,Dry Van,32231.0,2025-09-27,0.82572,1.77316,13420.59,4.215274200640744
TR-037963,San Francisco,Atlanta,2287.0,Dry Van,27878.0,2025-08-28,1.055,2.37447,13409.18,5.863218189768255
TR-042150,Grand Rapids,Lubbock,1415.5,Dry Van,35333.0,2025-09-24,0.96389,2.11162,13026.22,9.202557400211939
TR-020882,Reno,Dayton,2004.1,Dry Van,17891.0,2025-05-12,1.22414,2.32767,12906.22,6.439908188214161
TR-003187,El Paso,Fort Wayne,1684.4,Reefer,29510.0,2025-01-21,0.92428,2.08536,12854.51,7.631506767988601
TR-042736,Jacksonville,Tucson,1943.0,Dry Van,16292.0,2025-09-28,0.78263,1.84861,12797.54,6.586484817292846
TR-017709,Mobile,Bakersfield,1946.7,Flatbed,28838.0,2025-04-22,1.24939,2.11525,12750.46,6.549781681820516
TR-021084,Las Vegas,Baton Rouge,1559.8,Dry Van,22992.0,2025-05-13,1.28711,2.18265,12569.71,8.058539556353379
TR-032460,Charleston,Lubbock,1424.2,Dry Van,43646.0,2025-07-24,1.31612,1.93952,12550.02,8.811978654683331
TR-011714,Fort Wayne,Oklahoma City,1151.3,Reefer,38377.0,2025-03-16,0.94313,2.31669,12454.19,10.817501954312517
TR-009833,El Paso,Shreveport,1252.3,Dry Van,28394.0,2025-03-04,1.04073,1.99154,12422.22,9.91952407570071
TR-024566,Hartford,Mobile,1264.3,Reefer,36014.0,2025-06-04,1.3777,2.33399,12403.35,9.81044846950882
TR-035524,Los Angeles,Mobile,1971.1,Dry Van,25894.0,2025-08-12,0.97499,2.37027,12284.47,6.232291613819695
TR-040159,San Francisco,Shreveport,1950.8,Dry Van,40882.0,2025-09-11,1.01516,2.01542,12240.81,6.27476419930285
TR-002224,Albuquerque,Indianapolis,1344.4,Dry Van,24751.0,2025-01-14,0.89477,1.7784,12100.18,9.000431419220469
TR-027836,Richmond,Phoenix,2651.3,Dry Van,42643.0,2025-06-24,1.27182,1.94687,12021.48,4.534183230867876
TR-037174,Albuquerque,Madison,1327.4,Flatbed,36335.0,2025-08-23,0.97029,1.90503,11981.0,9.025915323188187
TR-022731,Dallas,Grand Rapids,1041.3,Reefer,32899.0,2025-05-24,1.24348,1.79121,11895.25,11.423461058292519
TR-036680,El Paso,Greensboro,1813.7,Dry Van,20366.0,2025-08-20,1.00259,1.7615,11839.2,6.5276506588741245
TR-035834,Green Bay,Amarillo,1384.6,Reefer,37596.0,2025-08-14,1.04156,1.83041,11797.79,8.52072078578651
TR-024636,Milwaukee,Fresno,2053.7,Dry Van,27923.0,2025-06-04,1.36727,1.95175,11729.5,5.711398938501242
TR-021703,Buffalo,Shreveport,1151.5,Flatbed,25885.0,2025-05-17,1.30036,1.99998,11708.49,10.168033000434216
TR-026643,Fresno,Savannah,2571.0,Dry Van,47500.0,2025-06-17,1.24969,1.9893,11700.83,4.551081291326332
TR-033274,Tucson,Montgomery,1848.1,Dry Van,40927.0,2025-07-29,1.01446,2.21746,11700.79,6.331253720036796
TR-043385,Lexington,Lubbock,1187.0,Dry Van,25359.0,2025-10-02,0.95849,2.17408,11696.44,9.853782645324348
TR-039363,Tulsa,Bakersfield,1477.7,Dry Van,30076.0,2025-09-06,0.88612,1.99466,11684.7,7.9073560262570215
TR-029664,Indianapolis,Salt Lake City,1568.2,Reefer,47500.0,2025-07-06,1.12126,1.82599,11668.74,7.440849381456447
TR-033312,Los Angeles,Mobile,1945.6,Dry Van,19268.0,2025-07-29,1.00732,2.37599,11663.11,5.994608347039474
TR-047587,Corpus Christi,Las Vegas,1383.3,Flatbed,18645.0,2025-10-29,1.01713,2.02448,11596.28,8.383055013373816
TR-026947,Columbia,Bakersfield,2187.2,Dry Van,26570.0,2025-06-19,1.35915,1.92802,11439.83,5.230353877103146
TR-016265,Albany,Baton Rouge,1714.3,Dry Van,29943.0,2025-04-13,1.03791,2.30634,11408.87,6.655118707344106
TR-038772,Houston,New York,1543.2,Reefer,40543.0,2025-09-02,0.91654,2.19666,11377.49,7.372660705028512
TR-017014,Baton Rouge,Salt Lake City,1448.3,Dry Van,46414.0,2025-04-17,1.36563,1.99484,11311.81,7.810405302768763
TR-028598,Richmond,Shreveport,1106.1,Reefer,32640.0,2025-06-29,1.20681,2.4724,11276.81,10.195108941325378
TR-010387,Mobile,Amarillo,1125.8,Dry Van,38863.0,2025-03-07,1.13115,2.13355,11247.8,9.990939776159175
TR-025655,Greensboro,Lubbock,1240.6,Reefer,29932.0,2025-06-11,1.35924,2.42856,11224.33,9.047501209092376
TR-002222,Boston,Jacksonville,1166.1,Flatbed,42165.0,2025-01-14,0.89553,2.00107,11210.34,9.613532287110884
TR-033087,Oklahoma City,Hartford,1819.2,Flatbed,31163.0,2025-07-28,0.99486,2.08736,11117.85,6.111395118733509
TR-043887,Shreveport,Baltimore,1348.4,Reefer,25462.0,2025-10-05,0.86034,1.90892,11052.72,8.196914862058735
TR-031461,Madison,San Antonio,1155.6,Dry Van,31247.0,2025-07-17,1.34744,2.02471,10965.67,9.489157147802008
TR-007242,Montgomery,Albany,1403.3,Flatbed,45445.0,2025-02-15,0.96085,1.99404,10945.08,7.799529680039906
TR-000470,Phoenix,Jacksonville,2154.3,Dry Van,22509.0,2025-01-04,0.84517,1.76215,10854.69,5.038615791672469
TR-027381,Oklahoma City,New York,1713.2,Dry Van,31476.0,2025-06-21,1.25125,1.97389,10809.73,6.309671958907307
TR-010000,Grand Rapids,Boston,1069.1,Reefer,29476.0,2025-03-05,1.11126,2.04323,10769.23,10.073173697502572
TR-024673,El Paso,Charleston,2028.3,Flatbed,27008.0,2025-06-04,1.40202,2.17107,10705.58,5.27810481684169
TR-028814,Mobile,Boston,1397.3,Reefer,34745.0,2025-07-01,1.2226,1.85662,10620.88,7.601001932298003
TR-044345,Lexington,Albany,1040.0,Dry Van,36569.0,2025-10-08,1.04012,2.05845,10566.25,10.15985576923077
TR-007534,New Orleans,Buffalo,1156.4,Flatbed,29407.0,2025-02-17,0.92805,1.93677,10537.71,9.11251297129021
TR-039460,Phoenix,Lexington,2217.9,Dry Van,32609.0,2025-09-07,0.8206,1.85439,10528.39,4.74700843139907
TR-028780,Phoenix,Tampa,2068.4,Dry Van,45171.0,2025-06-30,1.16543,1.99965,10498.93,5.075870237865017
TR-002663,Grand Rapids,Reno,1951.9,Dry Van,29933.0,2025-01-17,1.02555,1.68637,10436.26,5.346718581894564
TR-026202,Albany,Shreveport,1649.8,Dry Van,21136.0,2025-06-15,1.22519,1.92921,10402.19,6.305121832949449
TR-002031,Tucson,Houston,1247.6,Dry Van,46843.0,2025-01-13,0.86364,2.00528,10270.54,8.232237896761784
TR-032679,El Paso,Savannah,1870.5,Dry Van,24333.0,2025-07-25,1.06596,2.35637,10182.59,5.443779738037958
TR-010955,Green Bay,Houston,1167.0,Dry Van,38500.0,2025-03-11,1.03337,1.98193,10168.3,8.713196229648672
TR-042992,Houston,Hartford,1667.1,Dry Van,20533.0,2025-09-29,0.78127,1.8657,10119.16,6.069917821366445
TR-007361,Corpus Christi,Philadelphia,1739.9,Flatbed,30157.0,2025-02-16,0.90498,1.95132,10115.44,5.813805391114432
TR-023574,Boston,Nashville,1223.5,Flatbed,25738.0,2025-05-29,1.41937,1.92672,10045.86,8.21075602778913
TR-009766,Chattanooga,Phoenix,1985.4,Reefer,26659.0,2025-03-04,1.0482,1.97355,10036.5,5.055152614082804
TR-040080,Tucson,Columbia,2046.7,Flatbed,23285.0,2025-09-11,1.0281,2.03725,9993.31,4.8826452337909805
TR-047821,Los Angeles,Little Rock,1722.4,Reefer,41796.0,2025-10-30,1.03114,1.86271,9939.89,5.770953320947514
TR-006982,Fresno,Montgomery,2255.6,Flatbed,-22094.0,2025-02-14,1.06188,1.92707,9825.71,4.356140273098067
TR-026995,Baton Rouge,Fort Wayne,982.3,Flatbed,39940.0,2025-06-19,1.34842,2.5109,9572.69,9.745179680342055
TR-034288,Jacksonville,Oklahoma City,992.4,Dry Van,42032.0,2025-08-04,0.93842,2.28178,9535.05,9.608071342200725
TR-045820,Atlanta,Baltimore,940.4,Dry Van,30598.0,2025-10-18,0.9171,2.16316,9522.01,10.12548915355168
TR-026991,Syracuse,Amarillo,1860.8,Dry Van,27170.0,2025-06-19,1.39991,1.99193,9471.39,5.089955932932072
TR-006756,Philadelphia,Dallas,1502.6,Flatbed,32707.0,2025-02-12,1.03761,2.02891,9457.25,6.293923865300147
TR-033233,Baton Rouge,Albany,1759.5,Dry Van,34332.0,2025-07-29,,2.27971,9454.94,5.373651605569765
TR-031202,El Paso,Kansas City,1362.6,Dry Van,44357.0,2025-07-15,1.23036,2.11456,9445.95,6.932298546895642
TR-028216,Washington,San Antonio,1613.7,Dry Van,28792.0,2025-06-27,1.31844,2.10183,9397.64,5.823659912003469
TR-023974,Boston,Cincinnati,1119.8,Flatbed,22612.0,2025-05-31,1.25222,2.0566,9379.48,8.376031434184675
TR-021056,Amarillo,Little Rock,837.7,Reefer,33864.0,2025-05-13,1.3147,1.51475,9350.63,11.16226572758744
TR-002515,Little Rock,Buffalo,1006.5,Dry Van,19892.0,2025-01-16,1.00383,1.86722,9313.19,9.25304520615996
TR-046668,Albuquerque,Lexington,1643.6,Dry Van,21757.0,2025-10-23,1.01507,2.20519,9305.14,5.6614383061572155
TR-004042,Tucson,Baton Rouge,1410.7,Flatbed,30966.0,2025-01-26,0.83213,1.99559,9275.66,6.5752179768909045
TR-039368,Baton Rouge,Grand Rapids,1103.7,Dry Van,22408.0,2025-09-06,0.88674,1.85875,9250.6,8.381444233034339
TR-045286,Providence,Baton Rouge,1590.7,Dry Van,30170.0,2025-10-14,0.93687,2.10491,9208.2,5.788772238637078
TR-028544,Atlanta,Hartford,997.2,Flatbed,13107.0,2025-06-29,1.1919,2.28825,9195.27,9.221089049338147
TR-030247,Cincinnati,Albany,1110.8,Dry Van,36937.0,2025-07-10,1.32643,2.05626,9195.08,8.277889809146561
TR-019091,Hartford,Little Rock,1374.0,Dry Van,43480.0,2025-04-30,1.36212,2.09302,9161.37,6.667663755458516
TR-036392,Houston,Tucson,1280.7,Reefer,37808.0,2025-08-18,0.852,1.81515,9127.43,7.126907160146795
TR-005194,Albany,Lexington,1058.4,Dry Van,33015.0,2025-02-02,0.87374,1.81719,9080.04,8.579024943310658
TR-035905,Nashville,Hartford,1082.9,Dry Van,35666.0,2025-08-15,1.0204,1.92842,8904.72,8.223030750761842
TR-032878,Amarillo,Raleigh,1791.7,Flatbed,38249.0,2025-07-26,1.00777,2.06245,8768.95,4.894206619411732
TR-018271,El Paso,Columbia,1825.3,Dry Van,-36413.0,2025-04-25,1.35588,2.18505,8708.21,4.7708376705199145
TR-014315,Mobile,Harrisburg,923.1,Flatbed,45791.0,2025-04-01,1.10455,1.93776,8631.33,9.350373740656483
TR-043727,Reno,Toledo,2117.6,Dry Van,25124.0,2025-10-04,0.94851,2.37759,8592.93,4.057862674726105
TR-004389,Little Rock,Richmond,1068.0,Dry Van,33387.0,2025-01-28,0.96508,1.93107,8552.48,8.007940074906367
TR-013064,Dallas,Toledo,1040.3,Dry Van,24993.0,2025-03-24,1.06255,1.96186,8549.6,8.218398538883015
TR-008622,Nashville,Syracuse,929.7,Reefer,33579.0,2025-02-24,0.94124,2.18225,8453.3,9.092502957943422
TR-044162,Baton Rouge,Detroit,1189.2,Flatbed,31603.0,2025-10-07,0.95007,2.02274,8425.34,7.084880591994618
TR-014177,Hartford,Memphis,1159.1,Dry Van,15947.0,2025-03-31,1.00746,1.90998,8401.52,7.2483133465619884
TR-039480,Syracuse,Indianapolis,829.7,Reefer,27194.0,2025-09-07,0.83751,2.1798,8354.94,10.069832469567313
TR-003909,Green Bay,Lubbock,1389.2,Dry Van,25352.0,2025-01-25,0.88292,1.80121,8339.05,6.002771379211056
TR-047662,Phoenix,Oklahoma City,1261.3,Dry Van,35825.0,2025-10-30,1.06957,2.01821,8276.0,6.561484182985809
TR-043643,Milwaukee,Baltimore,985.2,Dry Van,16150.0,2025-10-04,0.93795,2.21345,8236.26,8.359987819732034
TR-024779,Montgomery,Oklahoma City,869.1,Reefer,29372.0,2025-06-05,1.38722,2.41944,8198.5,9.43332182717754
TR-006708,Kansas City,Syracuse,921.6,Dry Van,25661.0,2025-02-12,1.08771,1.88793,8091.49,8.779828559027777
TR-027320,Lexington,Philadelphia,808.7,Dry Van,40018.0,2025-06-21,1.20121,2.17482,7870.44,9.732212192407566
TR-018740,Austin,Albuquerque,833.9,Flatbed,20546.0,2025-04-28,1.19135,1.83855,7777.29,9.326406043890154
TR-039439,Tucson,Houston,1292.0,Dry Van,40140.0,2025-09-07,0.82468,2.10254,7773.89,6.016942724458205
TR-028013,Montgomery,Houston,604.3,Reefer,39690.0,2025-06-25,1.31135,2.76111,7773.37,12.863428760549397
TR-005546,Bakersfield,Baton Rouge,1628.9,Dry Van,23809.0,2025-02-04,0.97174,1.78337,7772.01,4.771324206519737
TR-009990,Nashville,Albany,1279.0,Dry Van,23175.0,2025-03-05,1.15803,1.8645,7768.03,6.073518373729476
TR-023305,El Paso,Tulsa,1071.1,Reefer,25243.0,2025-05-27,1.25851,1.80396,7683.65,7.1736065726822895
TR-003029,Harrisburg,Oklahoma City,1489.5,Reefer,34450.0,2025-01-20,0.8359,2.18843,7679.26,5.155595837529372
TR-014612,Cincinnati,Corpus Christi,931.7,Dry Van,30768.0,2025-04-02,1.17827,2.17761,7648.0,8.208650853278952
TR-033039,Raleigh,Fort Wayne,706.8,Reefer,43242.0,2025-07-27,0.96117,1.88399,7607.75,10.763653084323714
TR-034374,New York,Tulsa,1444.5,Dry Van,13908.0,2025-08-05,1.01849,2.26301,7603.41,5.263696780893042
TR-027970,Buffalo,Boston,589.9,Reefer,24951.0,2025-06-25,1.3392,2.58804,7597.52,12.879335480589932
TR-012325,San Francisco,Providence,3439.8,Reefer,38524.0,2025-03-20,1.15138,2.20233,7498.05,2.1797924297924296
TR-043102,Fort Wayne,Albany,874.4,Reefer,32660.0,2025-09-30,0.81429,2.23902,7443.31,8.51247712717292
TR-034474,Austin,Lexington,1170.0,Dry Van,25131.0,2025-08-05,1.01271,2.24062,7436.41,6.355905982905983
TR-032085,Nashville,Amarillo,1115.9,Reefer,35813.0,2025-07-21,1.12249,1.68685,7417.99,6.647540102159691
TR-038460,San Antonio,Grand Rapids,1352.0,Reefer,44265.0,2025-08-31,0.86237,1.93871,7384.72,5.46207100591716
TR-029278,Lexington,Shreveport,635.4,Flatbed,28791.0,2025-07-03,1.36276,1.7668,7269.5,11.440824677368587
TR-009156,Green Bay,Shreveport,1021.4,Dry Van,19364.0,2025-02-28,1.07489,1.93979,7214.86,7.063696886626199
TR-042438,Toledo,Austin,1445.9,Dry Van,37298.0,2025-09-26,0.89811,1.93929,7197.15,4.977626391866657
TR-028169,Providence,Bakersfield,3073.7,Reefer,36448.0,2025-06-26,1.34387,2.31213,7180.24,2.3360249861730162
TR-011935,Corpus Christi,Columbia,977.9,Reefer,29365.0,2025-03-17,0.98649,2.28838,7177.73,7.339942734430923
TR-046614,Little Rock,Buffalo,1038.6,Flatbed,18497.0,2025-10-23,1.05025,2.01241,7151.41,6.885624879645677
TR-014786,Dallas,St. Louis,617.9,Flatbed,17528.0,2025-04-03,1.19781,1.82074,7106.91,11.501715487943033
TR-001330,Harrisburg,Tulsa,1190.5,Dry Van,28538.0,2025-01-09,0.9801,1.87616,7100.73,5.9644939101217975
TR-026958,Phoenix,Boston,3111.6,Reefer,40391.0,2025-06-19,1.39376,2.23711,7011.53,2.2533519732613447
TR-021903,Jacksonville,Baltimore,926.1,Reefer,21481.0,2025-05-18,1.16454,1.88682,7010.39,7.569798077961344
TR-036337,Louisville,San Antonio,953.3,Dry Van,27815.0,2025-08-18,0.93015,1.92583,7005.3,7.3484737228574435
TR-045174,Corpus Christi,Atlanta,832.1,Dry Van,47500.0,2025-10-13,0.88212,1.87079,7004.3,8.417618074750632
TR-041413,Providence,Fresno,3300.5,Reefer,47161.0,2025-09-19,0.90143,2.10626,7000.31,2.1209846992879866
TR-040880,Providence,San Francisco,3326.9,Reefer,36448.0,2025-09-16,0.8536,2.08898,6980.2,2.0981093510475217
TR-038045,Baton Rouge,Richmond,1212.4,Dry Van,21517.0,2025-08-29,0.96384,1.96575,6964.45,5.744350049488617
TR-028791,San Francisco,Boston,3308.1,Reefer,28219.0,2025-06-30,1.16656,2.07943,6956.17,2.1027689610350353
TR-026694,Boston,Fresno,3279.2,Reefer,27456.0,2025-06-17,1.29099,2.13817,6907.36,2.1064161990729446
TR-026669,Albany,Los Angeles,3122.8,Reefer,47500.0,2025-06-17,1.3158,2.20872,6864.51,2.198190726271295
TR-033652,San Francisco,Boston,3344.4,Flatbed,44243.0,2025-07-31,1.13,2.08198,6861.97,2.051779093409879
TR-019877,Boston,Los Angeles,3259.6,Reefer,39173.0,2025-05-05,1.23905,2.05947,6861.2,2.104920849183949
TR-012927,Boston,Fresno,3299.7,Reefer,33264.0,2025-03-23,0.99472,2.09205,6856.28,2.0778495014698306
TR-039716,Boston,San Francisco,3326.1,Reefer,40867.0,2025-09-08,0.83016,2.04851,6853.93,2.060650611827666
TR-028516,Los Angeles,Philadelphia,3009.1,Flatbed,44343.0,2025-06-29,1.16732,2.25012,6843.87,2.274391013924429
TR-018174,Phoenix,Providence,3173.3,Reefer,46169.0,2025-04-25,1.32161,1.97155,6841.2,2.15586298175401
TR-022625,Philadelphia,San Francisco,3105.6,Reefer,40852.0,2025-05-23,1.39576,1.92312,6822.84,2.1969474497681607
TR-017990,Providence,Fresno,3252.0,Flatbed,37250.0,2025-04-23,1.32998,2.06064,6780.59,2.0850522755227554
TR-012633,Boston,Phoenix,3175.8,Reefer,36832.0,2025-03-22,1.06669,2.10391,6777.67,2.1341614711253856
TR-039257,Providence,Los Angeles,3231.4,Reefer,44240.0,2025-09-06,0.90465,2.06532,6768.62,2.094640094076871
TR-035999,Richmond,Milwaukee,770.9,Dry Van,32008.0,2025-08-15,1.04167,1.90063,6767.41,8.77858347386172
TR-010250,Phoenix,Providence,3165.7,Reefer,45823.0,2025-03-07,1.13896,2.14226,6766.64,2.1374861799917872
TR-029171,San Francisco,Boston,3316.6,Flatbed,27117.0,2025-07-03,1.33044,2.07686,6757.79,2.037565579207622
TR-019580,Phoenix,Boston,3178.6,Reefer,40187.0,2025-05-03,1.23337,1.99954,6750.59,2.1237620335996983
TR-019296,Los Angeles,Boston,3217.9,Reefer,28254.0,2025-05-02,1.35051,2.07399,6719.59,2.08819105627894
TR-045701,Boston,San Francisco,3308.4,Reefer,23624.0,2025-10-17,0.98831,2.13077,6710.48,2.028315802200459
TR-026913,Fresno,Hartford,3136.9,Reefer,28203.0,2025-06-19,1.40294,2.14234,6705.44,2.1376008160923203
TR-012342,Boston,Los Angeles,3165.2,Flatbed,33754.0,2025-03-20,1.19749,2.14086,6693.1,2.1145899153292054
TR-025360,San Francisco,Providence,3274.0,Reefer,22757.0,2025-06-09,1.18842,2.04883,6680.54,2.0404825901038484
TR-028917,Los Angeles,Hartford,3133.2,Reefer,28293.0,2025-07-01,1.28047,1.92884,6680.25,2.1320854078896976
TR-021180,Albany,Los Angeles,3141.6,Reefer,36823.0,2025-05-14,1.41924,1.99288,6667.69,2.1223866819455055
TR-013662,Fresno,Boston,3205.0,Reefer,33420.0,2025-03-28,1.15972,2.13276,6662.34,2.078733229329173
TR-037681,Hartford,San Francisco,3217.9,Reefer,47500.0,2025-08-26,0.94125,1.92364,6659.04,2.0693744367444604
TR-025423,Boston,Los Angeles,3174.1,Flatbed,43996.0,2025-06-09,1.20975,2.07116,6658.19,2.0976623294792223
TR-040329,Philadelphia,San Francisco,3190.6,Reefer,47500.0,2025-09-12,0.9527,2.08806,6656.87,2.0864006769886543
TR-016710,Hartford,Phoenix,2981.7,Reefer,38016.0,2025-04-16,1.35464,1.93131,6653.67,2.2315021631954925
TR-007633,Syracuse,Jacksonville,1003.7,Dry Van,22400.0,2025-02-18,1.02739,1.84565,6646.55,6.622048420842881
TR-028698,Albany,Phoenix,3057.8,Flatbed,40832.0,2025-06-30,1.21068,2.17702,6639.93,2.1714729544116684
TR-031374,Providence,Bakersfield,3030.8,Reefer,35709.0,2025-07-17,1.31227,1.96351,6638.75,2.1904282697637587
TR-020383,Phoenix,Albany,3112.0,Reefer,41907.0,2025-05-08,1.34338,2.04582,6628.46,2.1299678663239074
TR-026810,Tampa,Little Rock,619.0,Reefer,26773.0,2025-06-18,1.40187,2.6726,6625.8,10.704038772213247
TR-013512,Lexington,Baton Rouge,751.2,Reefer,36805.0,2025-03-27,1.26904,2.56757,6621.13,8.814070820021298
TR-024551,San Francisco,Boston,3362.3,Dry Van,36973.0,2025-06-04,1.37274,1.99146,6620.55,1.9690539214228355
TR-042861,Los Angeles,Albany,3177.8,Reefer,39677.0,2025-09-29,0.75584,2.06465,6620.24,2.0832777393165083
TR-043718,Providence,Phoenix,3143.8,Reefer,47500.0,2025-10-04,0.90176,2.06356,6619.87,2.1056905655576053
TR-044497,Los Angeles,Hartford,3061.6,Reefer,46677.0,2025-10-09,1.11077,1.97398,6610.87,2.159285994251372
TR-043101,Los Angeles,Providence,3101.8,Flatbed,33966.0,2025-09-30,0.79857,2.12964,6610.21,2.1310884002837063
TR-018109,Lexington,Green Bay,620.2,Dry Van,29075.0,2025-04-24,1.41395,1.98512,6602.57,10.645872299258302
TR-008651,Fresno,Boston,3305.0,Reefer,37907.0,2025-02-25,1.05404,2.01682,6601.62,1.997464447806354
TR-037461,Boston,Fresno,3219.5,Reefer,47500.0,2025-08-25,0.87273,2.05466,6600.96,2.0503059481285915
TR-013570,Albany,Phoenix,3125.6,Reefer,38578.0,2025-03-27,1.19349,2.11219,6599.27,2.1113610186844127
TR-024230,San Francisco,Boston,3240.0,Reefer,21038.0,2025-06-02,1.23371,2.02727,6596.42,2.035932098765432
TR-026863,Hartford,Los Angeles,3033.2,Reefer,36784.0,2025-06-18,1.32203,2.18723,6589.49,2.1724548331794806
